id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,fdr
P09958,J10_PNEUMOBACT,Bacterial pneumoniae,FURIN,Inverse variance weighted (multiplicative random effects),7,0.0787347920903823,0.0761318898803651,0.301047637345866,0.851941715404605
P0C7L1,J10_PNEUMOBACT,Bacterial pneumoniae,SPINK8,Inverse variance weighted (multiplicative random effects),14,-0.0272064092625125,0.0249572691062485,0.275660445031738,0.833383285321361
P0C862,J10_PNEUMOBACT,Bacterial pneumoniae,C1QTNF9,Inverse variance weighted (multiplicative random effects),46,0.0248999498071655,0.0147074967347428,0.0904534245140294,0.608445736771355
P0CG30,J10_PNEUMOBACT,Bacterial pneumoniae,GSTT2B,Inverse variance weighted (multiplicative random effects),33,0.010347788110726,0.0133181514752479,0.437177180751538,0.914605207599282
P0CG37,J10_PNEUMOBACT,Bacterial pneumoniae,CFC1,Inverse variance weighted (multiplicative random effects),14,-0.0618424533303326,0.0493945129861464,0.21056600526765,0.792702088569202
P0DJD7,J10_PNEUMOBACT,Bacterial pneumoniae,PGA4,Inverse variance weighted (multiplicative random effects),11,-0.166301781682563,0.057135563790304,0.00360674704247529,0.124714550078091
P0DMV8,J10_PNEUMOBACT,Bacterial pneumoniae,HSPA1A,Inverse variance weighted (multiplicative random effects),6,0.0812949041229622,0.114224693688157,0.476644117079945,0.924915267899623
P0DN86,J10_PNEUMOBACT,Bacterial pneumoniae,CGB3,Inverse variance weighted (multiplicative random effects),3,-0.0816239010575214,0.0847316769260292,0.335385881680994,0.877315305453391
P0DOY2,J10_PNEUMOBACT,Bacterial pneumoniae,IGLC2,Inverse variance weighted (multiplicative random effects),18,0.00714043787019083,0.0339845497149791,0.833583103895639,0.987360662705468
P0DPI2,J10_PNEUMOBACT,Bacterial pneumoniae,GATD3,Inverse variance weighted (multiplicative random effects),7,-0.0420292747348293,0.0369673637347993,0.255567890287121,0.817015249817418
P0DUB6_P0DTE7_P0DTE8,J10_PNEUMOBACT,Bacterial pneumoniae,AMY1A,Inverse variance weighted (multiplicative random effects),32,-0.00454703210579805,0.0216258195283218,0.833465211420377,0.987360662705468
P10082,J10_PNEUMOBACT,Bacterial pneumoniae,PYY,Inverse variance weighted (multiplicative random effects),16,0.0417134548142882,0.031735453173244,0.188707654367277,0.773384318966224
P10092,J10_PNEUMOBACT,Bacterial pneumoniae,CALCB,Inverse variance weighted (multiplicative random effects),9,0.00836300645453659,0.0645041814232135,0.89684286032175,0.991408010221534
P10109,J10_PNEUMOBACT,Bacterial pneumoniae,FDX1,Inverse variance weighted (multiplicative random effects),3,-0.110536443322083,0.102750034543446,0.282025610343476,0.83773367428949
P10144,J10_PNEUMOBACT,Bacterial pneumoniae,GZMB,Inverse variance weighted (multiplicative random effects),34,-0.00417808888596825,0.0282368440624536,0.882369712209079,0.991408010221534
P10145,J10_PNEUMOBACT,Bacterial pneumoniae,CXCL8,Inverse variance weighted (multiplicative random effects),20,-0.0506416657439453,0.0385286942823633,0.18871555907897,0.773384318966224
P10147,J10_PNEUMOBACT,Bacterial pneumoniae,CCL3,Inverse variance weighted (multiplicative random effects),17,-0.0213590113448852,0.0346607835574456,0.537742794098541,0.942220746904253
P10301,J10_PNEUMOBACT,Bacterial pneumoniae,RRAS,Inverse variance weighted (multiplicative random effects),4,0.0341415046716509,0.0521460440862427,0.512642529810253,0.936801441783925
P10415,J10_PNEUMOBACT,Bacterial pneumoniae,BCL2,Inverse variance weighted (multiplicative random effects),5,0.220050839990975,0.128654672022566,0.0871920905205061,0.602987801005875
P10451,J10_PNEUMOBACT,Bacterial pneumoniae,SPP1,Inverse variance weighted (multiplicative random effects),28,-0.0449520024079271,0.0483979425469555,0.352992815478772,0.894814548286968
P10586,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRF,Inverse variance weighted (multiplicative random effects),31,-0.00986092104554911,0.0330323068682183,0.765303615499228,0.986573751116061
P10599,J10_PNEUMOBACT,Bacterial pneumoniae,TXN,Inverse variance weighted (multiplicative random effects),3,0.0161446569972815,0.161479311450348,0.920360422648702,0.991408010221534
P10606,J10_PNEUMOBACT,Bacterial pneumoniae,COX5B,Inverse variance weighted (multiplicative random effects),7,0.100936038334396,0.0458389106277449,0.0276672237799423,0.380295442391381
P10643,J10_PNEUMOBACT,Bacterial pneumoniae,C7,Inverse variance weighted (multiplicative random effects),40,0.0251976465246978,0.0195997307001335,0.198578550480493,0.776214730944286
P10644,J10_PNEUMOBACT,Bacterial pneumoniae,PRKAR1A,Inverse variance weighted (multiplicative random effects),6,0.0833204448698871,0.05262482497948,0.113355009995146,0.6570292334507
P10645,J10_PNEUMOBACT,Bacterial pneumoniae,CHGA,Inverse variance weighted (multiplicative random effects),11,-0.0042036398197733,0.040629645779001,0.917596006235837,0.991408010221534
P10646,J10_PNEUMOBACT,Bacterial pneumoniae,TFPI,Inverse variance weighted (multiplicative random effects),22,0.0120553726726969,0.0317932163711947,0.704553714420168,0.97754846764246
P10721,J10_PNEUMOBACT,Bacterial pneumoniae,KIT,Inverse variance weighted (multiplicative random effects),62,-0.00468896830679537,0.0249474198114837,0.850912680836303,0.990818829610349
P10746,J10_PNEUMOBACT,Bacterial pneumoniae,UROS,Inverse variance weighted (multiplicative random effects),4,0.302140599940278,0.0393395950983594,1.58694170785178e-14,1.17063399982533e-11
P10747,J10_PNEUMOBACT,Bacterial pneumoniae,CD28,Inverse variance weighted (multiplicative random effects),24,0.0127380550358747,0.0332238390231314,0.701422418909884,0.97754846764246
P10909,J10_PNEUMOBACT,Bacterial pneumoniae,CLU,Inverse variance weighted (multiplicative random effects),9,-0.0120061164349088,0.0639765795117237,0.851139861277841,0.990818829610349
P10912,J10_PNEUMOBACT,Bacterial pneumoniae,GHR,Inverse variance weighted (multiplicative random effects),40,0.00815623639885285,0.0211122482404863,0.699254335704676,0.97754846764246
P11137,J10_PNEUMOBACT,Bacterial pneumoniae,MAP2,Inverse variance weighted (multiplicative random effects),15,0.0934938047103037,0.0482118036582126,0.0524732657009358,0.509912278993655
P11215,J10_PNEUMOBACT,Bacterial pneumoniae,ITGAM,Inverse variance weighted (multiplicative random effects),20,-0.0208933242408462,0.0401651787593732,0.602934626436832,0.957005067361193
P11226,J10_PNEUMOBACT,Bacterial pneumoniae,MBL2,Inverse variance weighted (multiplicative random effects),43,-0.00142335446441214,0.01165057639449,0.902764143920415,0.991408010221534
P11274,J10_PNEUMOBACT,Bacterial pneumoniae,BCR,Inverse variance weighted (multiplicative random effects),5,0.0272564700738696,0.061855348462331,0.659467443778819,0.972934302055018
P11279,J10_PNEUMOBACT,Bacterial pneumoniae,LAMP1,Inverse variance weighted (multiplicative random effects),13,-0.0848042105743354,0.0717139977498208,0.236994049083785,0.800859048079288
P11387,J10_PNEUMOBACT,Bacterial pneumoniae,TOP1,Inverse variance weighted (multiplicative random effects),32,-0.013196455879806,0.0135053317320115,0.32850512411492,0.872490268610545
P11464,J10_PNEUMOBACT,Bacterial pneumoniae,PSG1,Inverse variance weighted (multiplicative random effects),43,-0.0162778157084857,0.00912996930414446,0.0746027001512177,0.572794035767329
P11684,J10_PNEUMOBACT,Bacterial pneumoniae,SCGB1A1,Inverse variance weighted (multiplicative random effects),49,0.0162903062974229,0.0253193016068309,0.519967974557817,0.936801441783925
P11717,J10_PNEUMOBACT,Bacterial pneumoniae,IGF2R,Inverse variance weighted (multiplicative random effects),36,-0.00833099233836603,0.0179343396684546,0.642269926879289,0.968217539634786
P12034,J10_PNEUMOBACT,Bacterial pneumoniae,FGF5,Inverse variance weighted (multiplicative random effects),28,-0.0119619254645935,0.0266398476549763,0.653414492290704,0.971980185739813
P12081,J10_PNEUMOBACT,Bacterial pneumoniae,HARS1,Inverse variance weighted (multiplicative random effects),7,0.027647635290223,0.0649771967178281,0.670474037740857,0.97303717632421
P12104,J10_PNEUMOBACT,Bacterial pneumoniae,FABP2,Inverse variance weighted (multiplicative random effects),10,-0.0240885442287668,0.0359751355178799,0.503120019393992,0.936479549622861
P12111,J10_PNEUMOBACT,Bacterial pneumoniae,COL6A3,Inverse variance weighted (multiplicative random effects),9,-0.0202861134955786,0.0562495912409139,0.718365115230483,0.97754846764246
P12277,J10_PNEUMOBACT,Bacterial pneumoniae,CKB,Inverse variance weighted (multiplicative random effects),13,-0.015902151651912,0.0581530232166672,0.784504580404859,0.987360662705468
P12318,J10_PNEUMOBACT,Bacterial pneumoniae,FCGR2A,Inverse variance weighted (multiplicative random effects),39,-0.0359782052899511,0.0163389728688921,0.0276662291944313,0.380295442391381
P12319,J10_PNEUMOBACT,Bacterial pneumoniae,FCER1A,Inverse variance weighted (multiplicative random effects),8,0.00798628523690983,0.0522242309572585,0.878459010450728,0.991408010221534
P12429,J10_PNEUMOBACT,Bacterial pneumoniae,ANXA3,Inverse variance weighted (multiplicative random effects),11,0.00732323001551748,0.0519342306804606,0.887862283565606,0.991408010221534
P12532,J10_PNEUMOBACT,Bacterial pneumoniae,CKMT1A,Inverse variance weighted (multiplicative random effects),15,-0.0838690498608326,0.0395540249613433,0.0339751060989302,0.414122771207857
P12544,J10_PNEUMOBACT,Bacterial pneumoniae,GZMA,Inverse variance weighted (multiplicative random effects),29,0.0232217487473716,0.0276575962771699,0.401123960698752,0.914605207599282
P12644,J10_PNEUMOBACT,Bacterial pneumoniae,BMP4,Inverse variance weighted (multiplicative random effects),10,0.035581736952125,0.0334866192774342,0.287978895904074,0.83773367428949
P12724,J10_PNEUMOBACT,Bacterial pneumoniae,RNASE3,Inverse variance weighted (multiplicative random effects),19,0.026629048492173,0.0404916741922014,0.510767836342863,0.936790310748483
P12821,J10_PNEUMOBACT,Bacterial pneumoniae,ACE,Inverse variance weighted (multiplicative random effects),23,-0.0223735291750257,0.0203298037141425,0.27110190219019,0.832106115876407
P12830,J10_PNEUMOBACT,Bacterial pneumoniae,CDH1,Inverse variance weighted (multiplicative random effects),30,-0.0621435751810894,0.0197597367265844,0.00166109724935737,0.0799132220179969
P12872,J10_PNEUMOBACT,Bacterial pneumoniae,MLN,Inverse variance weighted (multiplicative random effects),59,-0.0119901844970253,0.02138772740159,0.575063093757786,0.95635796126723
P12955,J10_PNEUMOBACT,Bacterial pneumoniae,PEPD,Inverse variance weighted (multiplicative random effects),27,0.017803297630977,0.0230367798687883,0.43962857069563,0.914605207599282
P13224,J10_PNEUMOBACT,Bacterial pneumoniae,GP1BB,Inverse variance weighted (multiplicative random effects),23,-0.00378007678148428,0.0296107032286478,0.898418730407104,0.991408010221534
P13232,J10_PNEUMOBACT,Bacterial pneumoniae,IL7,Inverse variance weighted (multiplicative random effects),12,0.0040543530683042,0.0516744185768126,0.937462483247151,0.993738294176829
P13236,J10_PNEUMOBACT,Bacterial pneumoniae,CCL4,Inverse variance weighted (multiplicative random effects),33,0.0498218604421295,0.0226125517330445,0.0275747784384899,0.380295442391381
P13284,J10_PNEUMOBACT,Bacterial pneumoniae,IFI30,Inverse variance weighted (multiplicative random effects),19,0.0461887888281006,0.0280891558560587,0.100101094361711,0.638396892860132
P13385,J10_PNEUMOBACT,Bacterial pneumoniae,TDGF1,Inverse variance weighted (multiplicative random effects),45,0.00987158655014746,0.009513261778438,0.299425664725137,0.851708221126899
P13473,J10_PNEUMOBACT,Bacterial pneumoniae,LAMP2,Inverse variance weighted (multiplicative random effects),6,-0.0190319200197316,0.0577441486573765,0.741709438524576,0.979810469735302
P13500,J10_PNEUMOBACT,Bacterial pneumoniae,CCL2,Inverse variance weighted (multiplicative random effects),26,0.00129506305611172,0.0339298741512829,0.969553085577839,0.996572679230728
P13501,J10_PNEUMOBACT,Bacterial pneumoniae,CCL5,Inverse variance weighted (multiplicative random effects),25,0.0107450243899578,0.0418363502243641,0.797306419803062,0.987360662705468
P13521,J10_PNEUMOBACT,Bacterial pneumoniae,SCG2,Inverse variance weighted (multiplicative random effects),8,-0.0137051463798337,0.0982783464449676,0.889092707014184,0.991408010221534
P13591,J10_PNEUMOBACT,Bacterial pneumoniae,NCAM1,Inverse variance weighted (multiplicative random effects),32,-0.0415224862231332,0.023046062126822,0.0715899126248904,0.572794035767329
P13598,J10_PNEUMOBACT,Bacterial pneumoniae,ICAM2,Inverse variance weighted (multiplicative random effects),82,-0.00908347193983933,0.0131609012568998,0.490077123800356,0.936076251688947
P13611,J10_PNEUMOBACT,Bacterial pneumoniae,VCAN,Inverse variance weighted (multiplicative random effects),59,-0.00969148009968262,0.0133632687931689,0.468309257962571,0.923618363691569
P13647,J10_PNEUMOBACT,Bacterial pneumoniae,KRT5,Inverse variance weighted (multiplicative random effects),11,0.00960292350246898,0.0328570618596217,0.770085079982101,0.987360662705468
P13667,J10_PNEUMOBACT,Bacterial pneumoniae,PDIA4,Inverse variance weighted (multiplicative random effects),10,0.0602660113132103,0.0624148918773625,0.334258878402148,0.877038669373025
P13686,J10_PNEUMOBACT,Bacterial pneumoniae,ACP5,Inverse variance weighted (multiplicative random effects),34,0.00252976527241095,0.0212388214617031,0.905187863321929,0.991408010221534
P13688,J10_PNEUMOBACT,Bacterial pneumoniae,CEACAM1,Inverse variance weighted (multiplicative random effects),19,-0.00720632865477223,0.0230130369838961,0.75417343385687,0.98235862958023
P13725,J10_PNEUMOBACT,Bacterial pneumoniae,OSM,Inverse variance weighted (multiplicative random effects),10,0.0335106941915689,0.0374335003328782,0.37067697662648,0.910312384700098
P13726,J10_PNEUMOBACT,Bacterial pneumoniae,F3,Inverse variance weighted (multiplicative random effects),33,-0.0432770505439364,0.0245783786729433,0.0782761081479006,0.577416757771013
P13727,J10_PNEUMOBACT,Bacterial pneumoniae,PRG2,Inverse variance weighted (multiplicative random effects),49,0.0228180686194097,0.026403864222586,0.3874811699915,0.914605207599282
P13747,J10_PNEUMOBACT,Bacterial pneumoniae,HLA-E,Inverse variance weighted (multiplicative random effects),28,0.0278851349855791,0.0249730795615178,0.264162062696738,0.83061838027226
P13796,J10_PNEUMOBACT,Bacterial pneumoniae,LCP1,Inverse variance weighted (multiplicative random effects),19,-0.00442085915981459,0.0149291735665358,0.767136789418788,0.986573751116061
P13807,J10_PNEUMOBACT,Bacterial pneumoniae,GYS1,Inverse variance weighted (multiplicative random effects),25,-0.000769811403965931,0.0235447293807749,0.973917253113166,0.996771625970461
P13861,J10_PNEUMOBACT,Bacterial pneumoniae,PRKAR2A,Inverse variance weighted (multiplicative random effects),7,0.168329389666911,0.114875603856684,0.142833941421301,0.7300034927606
P13929,J10_PNEUMOBACT,Bacterial pneumoniae,ENO3,Inverse variance weighted (multiplicative random effects),9,0.0821650156096087,0.0856969685506711,0.337666787315157,0.878092362313093
P13987,J10_PNEUMOBACT,Bacterial pneumoniae,CD59,Inverse variance weighted (multiplicative random effects),10,-0.0176901511817142,0.0296070494021608,0.550174978455451,0.948614674909168
P13995,J10_PNEUMOBACT,Bacterial pneumoniae,MTHFD2,Inverse variance weighted (multiplicative random effects),5,-0.160161631379626,0.113824982090228,0.159401647683626,0.747364081194628
P14091,J10_PNEUMOBACT,Bacterial pneumoniae,CTSE,Inverse variance weighted (multiplicative random effects),25,-0.00622214331547815,0.027139484885514,0.818662688262678,0.987360662705468
P14136,J10_PNEUMOBACT,Bacterial pneumoniae,GFAP,Inverse variance weighted (multiplicative random effects),14,-0.0748083056419647,0.0573469932576957,0.192068192500389,0.77548946743829
P14151,J10_PNEUMOBACT,Bacterial pneumoniae,SELL,Inverse variance weighted (multiplicative random effects),32,0.0732165219376822,0.0205023238134112,0.00035544054901934,0.0335528461423674
P14174,J10_PNEUMOBACT,Bacterial pneumoniae,MIF,Inverse variance weighted (multiplicative random effects),11,0.0369688733707001,0.0515832154461238,0.473569002561208,0.923618363691569
P14207,J10_PNEUMOBACT,Bacterial pneumoniae,FOLR2,Inverse variance weighted (multiplicative random effects),25,0.0305864125387059,0.0323497279598611,0.34440769714413,0.886525053135059
P14209,J10_PNEUMOBACT,Bacterial pneumoniae,CD99,Inverse variance weighted (multiplicative random effects),9,-0.0905747978872692,0.0762456255960349,0.23485927422304,0.800859048079288
P14210,J10_PNEUMOBACT,Bacterial pneumoniae,HGF,Inverse variance weighted (multiplicative random effects),15,-0.0101599796403975,0.0482253367651199,0.833139155379532,0.987360662705468
P14317,J10_PNEUMOBACT,Bacterial pneumoniae,HCLS1,Inverse variance weighted (multiplicative random effects),6,0.0634740786182971,0.0794900902979838,0.424571333263051,0.914605207599282
P14384,J10_PNEUMOBACT,Bacterial pneumoniae,CPM,Inverse variance weighted (multiplicative random effects),33,-0.0185692372950997,0.0437920948509476,0.671542680378297,0.97303717632421
P14543,J10_PNEUMOBACT,Bacterial pneumoniae,NID1,Inverse variance weighted (multiplicative random effects),28,-0.0274110209796104,0.0283286275037247,0.333239926790757,0.876884611162836
P14555,J10_PNEUMOBACT,Bacterial pneumoniae,PLA2G2A,Inverse variance weighted (multiplicative random effects),23,0.00610319703349432,0.0221099473229196,0.782518484051583,0.987360662705468
P14778,J10_PNEUMOBACT,Bacterial pneumoniae,IL1R1,Inverse variance weighted (multiplicative random effects),40,0.0276224852333525,0.025369749273918,0.276243791569493,0.834007518067241
P14780,J10_PNEUMOBACT,Bacterial pneumoniae,MMP9,Inverse variance weighted (multiplicative random effects),16,-0.00684725341756286,0.0305160564604551,0.822460084811827,0.987360662705468
P14854,J10_PNEUMOBACT,Bacterial pneumoniae,COX6B1,Inverse variance weighted (multiplicative random effects),3,-0.105863489618511,0.0650890659609466,0.103855992144726,0.644112817462454
P14868,J10_PNEUMOBACT,Bacterial pneumoniae,DARS1,Inverse variance weighted (multiplicative random effects),12,0.016174432251971,0.0596898518968653,0.786410587101505,0.987360662705468
P14902,J10_PNEUMOBACT,Bacterial pneumoniae,IDO1,Inverse variance weighted (multiplicative random effects),25,0.0286684167261876,0.0323727781333164,0.375848357728936,0.910312384700098
P15085,J10_PNEUMOBACT,Bacterial pneumoniae,CPA1,Inverse variance weighted (multiplicative random effects),43,0.0111836895389044,0.029549981183569,0.705083784190334,0.97754846764246
P15086,J10_PNEUMOBACT,Bacterial pneumoniae,CPB1,Inverse variance weighted (multiplicative random effects),39,-0.0220606438749996,0.0288487831232947,0.444450631075481,0.914948136344223
P15121,J10_PNEUMOBACT,Bacterial pneumoniae,AKR1B1,Inverse variance weighted (multiplicative random effects),7,-0.00350448098986952,0.0586834882272298,0.952379957978859,0.994628054274288
P15144,J10_PNEUMOBACT,Bacterial pneumoniae,ANPEP,Inverse variance weighted (multiplicative random effects),23,0.0331475079750536,0.0220184726279465,0.132210775375525,0.696624871204848
P15151,J10_PNEUMOBACT,Bacterial pneumoniae,PVR,Inverse variance weighted (multiplicative random effects),25,0.00253320887571885,0.0196301055791955,0.897320352638928,0.991408010221534
P15260,J10_PNEUMOBACT,Bacterial pneumoniae,IFNGR1,Inverse variance weighted (multiplicative random effects),21,0.0123874940279964,0.0346043127373035,0.720361694392133,0.97754846764246
P15289,J10_PNEUMOBACT,Bacterial pneumoniae,ARSA,Inverse variance weighted (multiplicative random effects),35,-0.00837185595117987,0.0217414647775605,0.700189980172701,0.97754846764246
P15291,J10_PNEUMOBACT,Bacterial pneumoniae,B4GALT1,Inverse variance weighted (multiplicative random effects),19,0.019414104606298,0.0306236502615255,0.526108306137884,0.937020989143648
P15311,J10_PNEUMOBACT,Bacterial pneumoniae,EZR,Inverse variance weighted (multiplicative random effects),4,0.23117576164371,0.100957510762859,0.0220310442380194,0.350869971098069
P15328,J10_PNEUMOBACT,Bacterial pneumoniae,FOLR1,Inverse variance weighted (multiplicative random effects),14,0.122883065067867,0.0444248050152647,0.00567326549955447,0.156936706881426
P15336,J10_PNEUMOBACT,Bacterial pneumoniae,ATF2,Inverse variance weighted (multiplicative random effects),5,-0.0797815061131483,0.0427218093552929,0.0618366068985973,0.547414397258857
P15502,J10_PNEUMOBACT,Bacterial pneumoniae,ELN,Inverse variance weighted (multiplicative random effects),16,0.0312662672181444,0.048197191700831,0.516522258290178,0.936801441783925
P15514,J10_PNEUMOBACT,Bacterial pneumoniae,AREG,Inverse variance weighted (multiplicative random effects),9,-0.0656186008769769,0.0820021283554645,0.423591413432901,0.914605207599282
P15529,J10_PNEUMOBACT,Bacterial pneumoniae,CD46,Inverse variance weighted (multiplicative random effects),11,-0.0142259558067314,0.0714035004086008,0.842080243264771,0.987360662705468
P15692,J10_PNEUMOBACT,Bacterial pneumoniae,VEGFA,Inverse variance weighted (multiplicative random effects),54,0.0160090483116615,0.0135829661274418,0.238552668895957,0.803526721867202
P15848,J10_PNEUMOBACT,Bacterial pneumoniae,ARSB,Inverse variance weighted (multiplicative random effects),24,-0.029271282511036,0.0329229490781553,0.373957688180375,0.910312384700098
P15907,J10_PNEUMOBACT,Bacterial pneumoniae,ST6GAL1,Inverse variance weighted (multiplicative random effects),18,0.0571618376539065,0.0435305185453597,0.189134442095008,0.773582269077839
P16035,J10_PNEUMOBACT,Bacterial pneumoniae,TIMP2,Inverse variance weighted (multiplicative random effects),3,-0.0380093876220692,0.078296850091704,0.627355525891119,0.962474296992687
P16109,J10_PNEUMOBACT,Bacterial pneumoniae,SELP,Inverse variance weighted (multiplicative random effects),21,-0.0105446616871285,0.0273267110365798,0.699590139143009,0.97754846764246
P16112,J10_PNEUMOBACT,Bacterial pneumoniae,ACAN,Inverse variance weighted (multiplicative random effects),34,-0.0114527781150239,0.0256710771261185,0.655499390931432,0.972265517514249
P16233,J10_PNEUMOBACT,Bacterial pneumoniae,PNLIP,Inverse variance weighted (multiplicative random effects),34,0.00514104584107429,0.0252874517756696,0.838897251697592,0.987360662705468
P16234,J10_PNEUMOBACT,Bacterial pneumoniae,PDGFRA,Inverse variance weighted (multiplicative random effects),28,0.0196909622000471,0.028734754883632,0.493175826606646,0.936076251688947
P16278,J10_PNEUMOBACT,Bacterial pneumoniae,GLB1,Inverse variance weighted (multiplicative random effects),27,0.00778357059714625,0.0333507681701079,0.81546242337342,0.987360662705468
P16284,J10_PNEUMOBACT,Bacterial pneumoniae,PECAM1,Inverse variance weighted (multiplicative random effects),22,-0.00268205807947446,0.0258969996276334,0.917513482039095,0.991408010221534
P16422,J10_PNEUMOBACT,Bacterial pneumoniae,EPCAM,Inverse variance weighted (multiplicative random effects),31,-0.032647542353868,0.0206137743527861,0.113245351342004,0.6570292334507
P16442,J10_PNEUMOBACT,Bacterial pneumoniae,ABO,Inverse variance weighted (multiplicative random effects),21,0.0229772191732316,0.0139580867996045,0.09973119069074,0.637876083811005
P16444,J10_PNEUMOBACT,Bacterial pneumoniae,DPEP1,Inverse variance weighted (multiplicative random effects),54,-0.0177986946175808,0.0131922936448612,0.177281204821716,0.768456406670269
P16455,J10_PNEUMOBACT,Bacterial pneumoniae,MGMT,Inverse variance weighted (multiplicative random effects),18,-0.0151607144054811,0.0324857589341737,0.640723104557499,0.967354014330479
P16562,J10_PNEUMOBACT,Bacterial pneumoniae,CRISP2,Inverse variance weighted (multiplicative random effects),63,-0.00962684662211638,0.0164295207265104,0.557910385544763,0.950270413469016
P16581,J10_PNEUMOBACT,Bacterial pneumoniae,SELE,Inverse variance weighted (multiplicative random effects),38,-0.0107324510396042,0.0198285402005081,0.58832646236683,0.956766472595704
P16671,J10_PNEUMOBACT,Bacterial pneumoniae,CD36,Inverse variance weighted (multiplicative random effects),48,-0.0338790169825172,0.0243618327206173,0.164328668540028,0.751194604656791
P16860,J10_PNEUMOBACT,Bacterial pneumoniae,NPPB,Inverse variance weighted (multiplicative random effects),4,0.107130931319541,0.0482408311000694,0.026367750412365,0.378907997808855
P16870,J10_PNEUMOBACT,Bacterial pneumoniae,CPE,Inverse variance weighted (multiplicative random effects),16,-0.067367269210844,0.0543496536473941,0.215154440464583,0.794485830742842
P16871,J10_PNEUMOBACT,Bacterial pneumoniae,IL7R,Inverse variance weighted (multiplicative random effects),71,-0.0110446699283805,0.0115548754850749,0.339150550839058,0.879882964838025
P17050,J10_PNEUMOBACT,Bacterial pneumoniae,NAGA,Inverse variance weighted (multiplicative random effects),20,-0.0101262004989699,0.0308161743417588,0.742457910441258,0.979810469735302
P17174,J10_PNEUMOBACT,Bacterial pneumoniae,GOT1,Inverse variance weighted (multiplicative random effects),6,-0.0726682548997604,0.0659197050589572,0.270298543470642,0.831545310870993
P17181,J10_PNEUMOBACT,Bacterial pneumoniae,IFNAR1,Inverse variance weighted (multiplicative random effects),18,-0.0291819256867665,0.0262842179846662,0.266893399300014,0.83061838027226
P17301,J10_PNEUMOBACT,Bacterial pneumoniae,ITGA2,Inverse variance weighted (multiplicative random effects),36,-0.00919051642897806,0.0177471186943535,0.60455620602524,0.957005067361193
P17405,J10_PNEUMOBACT,Bacterial pneumoniae,SMPD1,Inverse variance weighted (multiplicative random effects),55,0.0341025311545977,0.0208205638268104,0.101437248437181,0.640739836162144
P17538,J10_PNEUMOBACT,Bacterial pneumoniae,CTRB1,Inverse variance weighted (multiplicative random effects),50,-0.000196041021047084,0.0192024530896786,0.991854405990579,0.998794021346944
P17568,J10_PNEUMOBACT,Bacterial pneumoniae,NDUFB7,Inverse variance weighted (multiplicative random effects),11,-0.061774210372393,0.0356307744118435,0.0829656629123177,0.591031079073028
P17643,J10_PNEUMOBACT,Bacterial pneumoniae,TYRP1,Inverse variance weighted (multiplicative random effects),6,0.0283607823797592,0.0849518216572097,0.738496156015867,0.979810469735302
P17676,J10_PNEUMOBACT,Bacterial pneumoniae,CEBPB,Inverse variance weighted (multiplicative random effects),4,-0.0681799047589279,0.224105321655012,0.760951505574273,0.985940094751678
P17813,J10_PNEUMOBACT,Bacterial pneumoniae,ENG,Inverse variance weighted (multiplicative random effects),24,0.00703170875330389,0.0196992697694469,0.721127169635336,0.97754846764246
P17900,J10_PNEUMOBACT,Bacterial pneumoniae,GM2A,Inverse variance weighted (multiplicative random effects),19,0.0327259790574686,0.0201669262392845,0.104641802990625,0.644693137886166
P17927,J10_PNEUMOBACT,Bacterial pneumoniae,CR1,Inverse variance weighted (multiplicative random effects),44,0.0169220353557446,0.017071428479045,0.32156403946741,0.871955895837522
P17931,J10_PNEUMOBACT,Bacterial pneumoniae,LGALS3,Inverse variance weighted (multiplicative random effects),37,-0.0168302141307228,0.0216014899158622,0.435907358080733,0.914605207599282
P17936,J10_PNEUMOBACT,Bacterial pneumoniae,IGFBP3,Inverse variance weighted (multiplicative random effects),39,0.028747306953097,0.0143665271436762,0.0453932439946893,0.460803894313062
P17948,J10_PNEUMOBACT,Bacterial pneumoniae,FLT1,Inverse variance weighted (multiplicative random effects),20,-0.0390498099415619,0.0271658240058529,0.150587073945446,0.733301789789463
P18031,J10_PNEUMOBACT,Bacterial pneumoniae,PTPN1,Inverse variance weighted (multiplicative random effects),6,0.0134314330568654,0.113797108178473,0.906044163332038,0.991408010221534
P18065,J10_PNEUMOBACT,Bacterial pneumoniae,IGFBP2,Inverse variance weighted (multiplicative random effects),13,-0.0342866751511421,0.0547576856498757,0.531214759249895,0.93890774885116
P18084,J10_PNEUMOBACT,Bacterial pneumoniae,ITGB5,Inverse variance weighted (multiplicative random effects),15,0.0668058099018803,0.0364204452478614,0.0666103410874509,0.56313329495582
P18428,J10_PNEUMOBACT,Bacterial pneumoniae,LBP,Inverse variance weighted (multiplicative random effects),21,-0.0211082523156964,0.01599765702018,0.187015712930175,0.773384318966224
P18510,J10_PNEUMOBACT,Bacterial pneumoniae,IL1RN,Inverse variance weighted (multiplicative random effects),14,0.00880246399665725,0.0412403398004588,0.830981403369755,0.987360662705468
P18564,J10_PNEUMOBACT,Bacterial pneumoniae,ITGB6,Inverse variance weighted (multiplicative random effects),30,-0.000612292222384005,0.0256578799595502,0.980961320766875,0.996771625970461
P18627,J10_PNEUMOBACT,Bacterial pneumoniae,LAG3,Inverse variance weighted (multiplicative random effects),31,0.0558642947959189,0.0348217638339437,0.108649591993475,0.653956210928279
