exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y,lo_ci,up_ci,or,or_lci95,or_uci95
g_Lachnoclostridium,"Bacterial pneumonia, not elsewhere classified",abBjaX,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.174475295213638,0.14030612244898,0.298263798355071,,,0.00239243894422558,0.887239519519968,11.2353610590071,0.591107920741294,0,TRUE,4.52095983715907e-52,,-0.449475295213638,0.100524704786362,0.839897603463766,0.637962805954535,1.10575095870785
g_Lachnoclostridium,"Bacterial pneumonia, not elsewhere classified",abBjaX,J10_PNEUMOBACTEROTH,Weighted median,14,-0.0888966219374828,0.0935119089478248,0.341784653470302,,,0.00239243894422558,0.887239519519968,11.2353610590071,0.591107920741294,0,TRUE,4.52095983715907e-52,,-0.272179963475219,0.0943867196002539,0.914940153426007,0.761717167485692,1.09898466265949
g_Paraprevotella,"Bacterial pneumonia, not elsewhere classified",SqPjyB,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),13,-0.0232482021655968,0.0372141591361623,0.532158854297903,0.880085095873808,,-0.00923654393635454,0.61438017212619,8.48420105222873,0.746240138664127,0,TRUE,3.93594311730492e-61,,-0.0961879540724748,0.0496915497412812,0.977019955207751,0.908293282602717,1.05094688153901
g_Paraprevotella,"Bacterial pneumonia, not elsewhere classified",SqPjyB,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.0184701674599962,0.102040816326531,0.695469601028989,,,-0.00923654393635454,0.61438017212619,8.48420105222873,0.746240138664127,0,TRUE,3.93594311730492e-61,,-0.218470167459996,0.181529832540004,0.9816993607404,0.803747456915161,1.1990503068924
g_Paraprevotella,"Bacterial pneumonia, not elsewhere classified",SqPjyB,J10_PNEUMOBACTEROTH,Weighted median,13,-0.000294226119623458,0.0604187395180615,0.996114491096073,,,-0.00923654393635454,0.61438017212619,8.48420105222873,0.746240138664127,0,TRUE,3.93594311730492e-61,,-0.118714955575024,0.118126503335777,0.999705817160636,0.88806090149677,1.12538646750507
g_Roseburia,"Bacterial pneumonia, not elsewhere classified",kYZi2a,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),17,-0.0850599453395519,0.0631460734813444,0.177969091944449,0.830522429074095,,-0.00384383551689635,0.784827571323236,15.1020393413877,0.517178066231906,0,TRUE,9.00335638897039e-69,,-0.208826249362987,0.0387063586838832,0.918457225520964,0.811536228330904,1.03946520889971
g_Roseburia,"Bacterial pneumonia, not elsewhere classified",kYZi2a,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.186945996268263,0.10969387755102,0.0410417451186605,,,-0.00384383551689635,0.784827571323236,15.1020393413877,0.517178066231906,0,TRUE,9.00335638897039e-69,,-0.401945996268264,0.0280540037317366,0.829488530651952,0.6690168741226,1.02845122312572
g_Roseburia,"Bacterial pneumonia, not elsewhere classified",kYZi2a,J10_PNEUMOBACTEROTH,Weighted median,17,-0.134722945104233,0.0905542759089984,0.136814443937763,,,-0.00384383551689635,0.784827571323236,15.1020393413877,0.517178066231906,0,TRUE,9.00335638897039e-69,,-0.31220932588587,0.0427634356774043,0.873958012494936,0.731828321582094,1.04369096559816
g_Subdoligranulum,"Bacterial pneumonia, not elsewhere classified",t0b6Ao,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),13,0.0254260446934612,0.0683131180958089,0.709745012609476,0.880085095873808,,-0.00439755498387941,0.762402018951059,11.6674983753908,0.472739089774281,0,TRUE,4.19633869536991e-58,,-0.108467666774324,0.159319756161247,1.02575204365844,0.897207903973626,1.17271286890088
g_Subdoligranulum,"Bacterial pneumonia, not elsewhere classified",t0b6Ao,J10_PNEUMOBACTEROTH,Contamination mixture,,0.113283665586599,0.076530612244898,0.134436325129332,,,-0.00439755498387941,0.762402018951059,11.6674983753908,0.472739089774281,0,TRUE,4.19633869536991e-58,,-0.0367163344134011,0.263283665586599,1.11994957904812,0.963949535880606,1.30119577106724
g_Subdoligranulum,"Bacterial pneumonia, not elsewhere classified",t0b6Ao,J10_PNEUMOBACTEROTH,Weighted median,13,0.0734705785449351,0.0938232468850446,0.433583449666906,,,-0.00439755498387941,0.762402018951059,11.6674983753908,0.472739089774281,0,TRUE,4.19633869536991e-58,,-0.110422985349752,0.257364142439622,1.07623687175132,0.895455290709993,1.29351606510547
p_Actinobacteria,"Bacterial pneumonia, not elsewhere classified",XSQUzn,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),17,-0.0292970229903211,0.0638691599916799,0.64644692309878,0.880085095873808,,0.00539019239624594,0.767286330127596,15.8714282813117,0.461969717693021,0,TRUE,1.05901727235345e-70,,-0.154480576574014,0.0958865305933715,0.97112797428971,0.85686013513988,1.10063416860218
p_Actinobacteria,"Bacterial pneumonia, not elsewhere classified",XSQUzn,J10_PNEUMOBACTEROTH,Contamination mixture,,-0.064036932556198,0.0892857142857143,0.334315075510444,,,0.00539019239624594,0.767286330127596,15.8714282813117,0.461969717693021,0,TRUE,1.05901727235345e-70,,-0.239036932556198,0.110963067443802,0.937970357248088,0.787385801665309,1.11735363936633
p_Actinobacteria,"Bacterial pneumonia, not elsewhere classified",XSQUzn,J10_PNEUMOBACTEROTH,Weighted median,17,-0.0713753599558464,0.0922757712171115,0.439226202299652,,,0.00539019239624594,0.767286330127596,15.8714282813117,0.461969717693021,0,TRUE,1.05901727235345e-70,,-0.252235871541385,0.109485151629692,0.931112324243888,0.777061429774,1.11570350443337
p_Firmicutes,"Bacterial pneumonia, not elsewhere classified",3SIwNH,J10_PNEUMOBACTEROTH,Inverse variance weighted (multiplicative random effects),17,-0.051206344488257,0.0520071850796109,0.324819927724175,0.879738625288083,,-0.0062839988231252,0.621946603519367,11.1683957542205,0.798973722314663,0,TRUE,1.23334330420982e-71,,-0.153140427244294,0.0507277382677803,0.950082605995568,0.858009225479995,1.05203642502837
p_Firmicutes,"Bacterial pneumonia, not elsewhere classified",3SIwNH,J10_PNEUMOBACTEROTH,Contamination mixture,,0.0392641245339032,0.0994897959183673,0.758882271425024,,,-0.0062839988231252,0.621946603519367,11.1683957542205,0.798973722314663,0,TRUE,1.23334330420982e-71,,-0.155735875466097,0.234264124533903,1.04004514881583,0.855785194388691,1.26397829580122
p_Firmicutes,"Bacterial pneumonia, not elsewhere classified",3SIwNH,J10_PNEUMOBACTEROTH,Weighted median,17,-0.0232243754125804,0.0846032103737986,0.783693190860482,,,-0.0062839988231252,0.621946603519367,11.1683957542205,0.798973722314663,0,TRUE,1.23334330420982e-71,,-0.189046667745226,0.142597916920065,0.977043234698252,0.827747876666333,1.15326599968366
