exposure,outcome,id.exposure,id.outcome,method,nsnp,b,se,pval,fdr,PRESSO_pval.x,egger_intercept,egger_pval,QE,QEp,I2,correct_causal_direction,steiger_pval,PRESSO_pval.y,lo_ci,up_ci,or,or_lci95,or_uci95
g_Paraprevotella,Bacterial pneumoniae,MqunR6,J10_PNEUMOBACT,Weighted median,13,-0.00792709387466139,0.0441041432082714,0.857359979432806,,,-0.0153578974255166,0.269658206994969,7.37637381859856,0.831772506740127,0,TRUE,1.1660444287157e-63,,-0.0943712145628733,0.0785170268135505,0.992104242676723,0.909944914733927,1.08168177259934
g_Roseburia,Bacterial pneumoniae,Bt0ck0,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),17,0.00233249008255296,0.052637615557419,0.964655523797553,0.964655523797553,,0.0146011634877143,0.200231855546138,19.0329885458743,0.266956209117496,15.9354298909185,TRUE,2.67462345391091e-73,,-0.100837236409988,0.105502216575094,1.00233521245377,0.904080172245567,1.11126856773035
g_Roseburia,Bacterial pneumoniae,Bt0ck0,J10_PNEUMOBACT,Contamination mixture,,0.0702480454205923,0.135204081632653,0.394554622239227,,,0.0146011634877143,0.200231855546138,19.0329885458743,0.266956209117496,15.9354298909185,TRUE,2.67462345391091e-73,,-0.194751954579408,0.335248045420592,1.07277424499371,0.823038783740028,1.39828718094205
g_Roseburia,Bacterial pneumoniae,Bt0ck0,J10_PNEUMOBACT,Weighted median,17,0.0180516702226919,0.069513900207139,0.795107285121463,,,0.0146011634877143,0.200231855546138,19.0329885458743,0.266956209117496,15.9354298909185,TRUE,2.67462345391091e-73,,-0.118195574183301,0.154298914628684,1.0182155864567,0.888522263604801,1.16683962008687
g_Subdoligranulum,Bacterial pneumoniae,BCwVGo,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),13,0.0722880733245682,0.055465655441482,0.192474301780205,0.858829861051667,,-0.00740104541689337,0.527847434743749,13.8166069777121,0.312572489167436,13.1479963253101,TRUE,8.74187021500527e-61,,-0.0364246113407364,0.181000757989873,1.07496496819663,0.964230783222282,1.19841608768011
g_Subdoligranulum,Bacterial pneumoniae,BCwVGo,J10_PNEUMOBACT,Contamination mixture,,0.190632674127711,0.127551020408163,0.282541141811516,,,-0.00740104541689337,0.527847434743749,13.8166069777121,0.312572489167436,13.1479963253101,TRUE,8.74187021500527e-61,,-0.0593673258722891,0.440632674127711,1.21001490065981,0.942360552161929,1.55368988701809
g_Subdoligranulum,Bacterial pneumoniae,BCwVGo,J10_PNEUMOBACT,Weighted median,13,0.0926105650775448,0.0747123718004193,0.215137700461361,,,-0.00740104541689337,0.527847434743749,13.8166069777121,0.312572489167436,13.1479963253101,TRUE,8.74187021500527e-61,,-0.0538256836512769,0.239046813806367,1.09703442855179,0.947597273802529,1.27003799050476
p_Actinobacteria,Bacterial pneumoniae,PuRhZ5,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),17,0.00439453020944756,0.0511020983859134,0.931470310120617,0.964655523797553,,0.00251383810992951,0.863098966786348,18.2753066023024,0.308023888729574,12.4501692464946,TRUE,1.99384998151843e-75,,-0.0957655826269428,0.104554643045838,1.00440420031733,0.908677000779553,1.11021605779571
p_Actinobacteria,Bacterial pneumoniae,PuRhZ5,J10_PNEUMOBACT,Contamination mixture,,0.00709911117976425,0.0790816326530613,0.861793927956784,,,0.00251383810992951,0.863098966786348,18.2753066023024,0.308023888729574,12.4501692464946,TRUE,1.99384998151843e-75,,-0.147900888820236,0.162099111179764,1.00712436960495,0.862516595743294,1.1759767879922
p_Actinobacteria,Bacterial pneumoniae,PuRhZ5,J10_PNEUMOBACT,Weighted median,17,0.0040336145847976,0.0689524827312991,0.953351582994178,,,0.00251383810992951,0.863098966786348,18.2753066023024,0.308023888729574,12.4501692464946,TRUE,1.99384998151843e-75,,-0.131113251568549,0.139180480738144,1.004041760557,0.877118433727484,1.1493315134859
p_Firmicutes,Bacterial pneumoniae,El0EYI,J10_PNEUMOBACT,Inverse variance weighted (multiplicative random effects),18,0.00724441111790069,0.0475796441396659,0.878982958114286,0.964655523797553,,-0.0046574249079292,0.636108537859904,19.056909845642,0.325275389208642,10.793511971787,TRUE,6.03574623751962e-79,,-0.0860116913958445,0.100500513631646,1.0072707153453,0.917583503325481,1.10572420963888
p_Firmicutes,Bacterial pneumoniae,El0EYI,J10_PNEUMOBACT,Contamination mixture,,0.057644604100773,0.0637755102040817,0.389978006772127,,,-0.0046574249079292,0.636108537859904,19.056909845642,0.325275389208642,10.793511971787,TRUE,6.03574623751962e-79,,-0.0673553958992271,0.182644604100773,1.05933844426285,0.934862895850746,1.20038771939066
p_Firmicutes,Bacterial pneumoniae,El0EYI,J10_PNEUMOBACT,Weighted median,18,0.0354375259692109,0.0658268208127713,0.590339035214844,,,-0.0046574249079292,0.636108537859904,19.056909845642,0.325275389208642,10.793511971787,TRUE,6.03574623751962e-79,,-0.0935830428238208,0.164458094762243,1.03607291845472,0.910662390309659,1.17875417254276
