#ID,name,KEGG_annotation,KEGG_pathway_annotation
pos_14067,alpha-Tocopherol,C02477,Ubiquinone and other terpenoid-quinone biosynthesis(ko00130);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240);;Ferroptosis(ko04216);;Vitamin digestion and absorption(ko04977)
pos_14086,7-Dehydrodesmosterol,C05107,Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100)
pos_14105,Sclareol,C09183,--
pos_14106,5-Amino-6-(5'-phosphoribosylamino)uracil,C01268,Riboflavin metabolism(ko00740);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_14121,Demethylphylloquinol,C21084,Ubiquinone and other terpenoid-quinone biosynthesis(ko00130);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_14151,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid",C06428,Biosynthesis of unsaturated fatty acids(ko01040)
pos_14152,C20915,C20915,Monobactam biosynthesis(ko00261)
pos_14195,Angiotensin (1-5),C15852,Renin-angiotensin system(ko04614)
pos_14206,4-Hydroxyphenylglyoxylate,C03590,Monobactam biosynthesis(ko00261);;Metabolic pathways(ko01100)
pos_14233,20-Hydroxyleukotriene E4,C03577,Arachidonic acid metabolism(ko00590)
pos_14273,"7,8-Diaminononanoate",C01037,Biotin metabolism(ko00780);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_14320,3''-Hydroxy-geranylhydroquinone,C18132,Ubiquinone and other terpenoid-quinone biosynthesis(ko00130)
pos_14322,6-Gingerol,C10462,--
pos_14325,Docosahexaenoic acid,C06429,Biosynthesis of unsaturated fatty acids(ko01040)
pos_14376,16alpha-Hydroxyestrone,C05300,Steroid hormone biosynthesis(ko00140);;Metabolic pathways(ko01100)
pos_14378,L-Histidine,C00135,Histidine metabolism(ko00340);;beta-Alanine metabolism(ko00410);;D-Amino acid metabolism(ko00470);;Aminoacyl-tRNA biosynthesis(ko00970);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230);;ABC transporters(ko02010);;Protein digestion and absorption(ko04974);;Central carbon metabolism in cancer(ko05230)
pos_14401,Erucic acid,C08316,Biosynthesis of unsaturated fatty acids(ko01040)
pos_14429,4alpha-Methylzymosterol-4-carboxylate,C15808,Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100)
pos_14451,Palmitic acid,C00249,"Fatty acid biosynthesis(ko00061);;Fatty acid elongation(ko00062);;Fatty acid degradation(ko00071);;Cutin, suberine and wax biosynthesis(ko00073);;Biosynthesis of unsaturated fatty acids(ko01040);;Metabolic pathways(ko01100);;Fatty acid metabolism(ko01212)"
pos_14511,Avermectin B1b monosaccharide,C11965,Metabolic pathways(ko01100)
pos_1455,8-Methylthiooctanaldoxime,C17251,2-Oxocarboxylic acid metabolism(ko01210)
pos_14553,Avermectin B1a,C11983,Metabolic pathways(ko01100)
pos_14597,N6-Hydroxy-L-lysine,C01028,Metabolic pathways(ko01100)
pos_14601,"4alpha-Carboxy-stigmasta-7,24(24(1))-dien-3beta-ol",C22120,Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100)
pos_14645,5-Acetamidopentanoate,C03087,Lysine degradation(ko00310);;Metabolic pathways(ko01100)
pos_14648,Benzaldehyde,C00261,Metabolic pathways(ko01100)
pos_14663,L-Pipecolate,C00408,Lysine degradation(ko00310);;Metabolic pathways(ko01100)
pos_14664,6-Oxocampestanol,C15789,Metabolic pathways(ko01100)
pos_14665,2'-Dehydrokanamycin A,C20509,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_14673,Tacrolimus,C01375,--
pos_14680,Avermectin B1b,C11967,Metabolic pathways(ko01100)
pos_14685,2-Hydroxyestradiol,C05301,Steroid hormone biosynthesis(ko00140);;Ovarian steroidogenesis(ko04913);;Chemical carcinogenesis - reactive oxygen species(ko05208)
pos_14724,1-Palmitoyl-sn-glycero-3-phosphocholine,C04102,--
pos_14753,5-Aminopentanoate,C00431,Lysine degradation(ko00310);;Arginine and proline metabolism(ko00330);;D-Amino acid metabolism(ko00470);;Metabolic pathways(ko01100)
pos_14784,Octadecanamide,C13846,--
pos_14835,2-(6'-methylthio)hexylmalate,C17226,2-Oxocarboxylic acid metabolism(ko01210)
pos_14836,Atorvastatin,C06834,--
pos_14839,Lycaconitine,C08696,--
pos_14906,Fumonisin B1,C19241,--
pos_14940,"(3S)-3,6-Diaminohexanoate",C01142,Lysine degradation(ko00310);;Metabolic pathways(ko01100)
pos_14941,"Glycerol 1,2-cyclic phosphate",C03947,--
pos_15010,"all-trans-3,4-Didehydroretinol",C21797,Retinol metabolism(ko00830)
pos_15011,10-Deoxymethynolide,C11993,Metabolic pathways(ko01100)
pos_15017,3''-Oxogentamicin A2,C21265,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_1506,Sarmentosin,C08340,--
pos_15085,Baccatin III,C11900,Metabolic pathways(ko01100)
pos_15102,Sebacic acid,C08277,--
pos_15128,"8,8a-Deoxyoleandolide",C11989,Metabolic pathways(ko01100)
pos_15138,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",C12622,Phenylalanine metabolism(ko00360);;Metabolic pathways(ko01100)
pos_15171,3-(Methylthio)propanoate,C08276,Cysteine and methionine metabolism(ko00270);;Sulfur metabolism(ko00920);;Metabolic pathways(ko01100)
pos_152,XTP,C00700,Purine metabolism(ko00230);;Metabolic pathways(ko01100);;Nucleotide metabolism(ko01232)
pos_15200,Carnitine,C00487,Lysine degradation(ko00310);;Metabolic pathways(ko01100);;ABC transporters(ko02010)
pos_15214,Psychosine,C01747,Sphingolipid metabolism(ko00600)
pos_15230,Resiniferatoxin,C09179,Inflammatory mediator regulation of TRP channels(ko04750)
pos_15241,L-Pyrrolysine,C16138,Lysine biosynthesis(ko00300);;Aminoacyl-tRNA biosynthesis(ko00970);;Metabolic pathways(ko01100);;Protein digestion and absorption(ko04974)
pos_15251,PL,C18210,--
pos_15267,gamma-L-Glutamylputrescine,C15699,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100)
pos_15291,Pyridoxamine,C00534,Vitamin B6 metabolism(ko00750);;Metabolic pathways(ko01100);;Vitamin digestion and absorption(ko04977)
pos_15329,Erythronolide B,C06635,Metabolic pathways(ko01100)
pos_15330,2-Deoxyecdysone,C16495,Insect hormone biosynthesis(ko00981)
pos_15377,Tobramycin,C00397,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_15380,10-Deacetylbaccatin III,C11700,Metabolic pathways(ko01100)
pos_1541,Saccharopine,C00449,Lysine biosynthesis(ko00300);;Lysine degradation(ko00310);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_15411,Tranylcypromine,C07155,--
pos_15436,4-Isopropylbenzaldehyde,C06577,Metabolic pathways(ko01100)
pos_15529,Ametryn,C18700,--
pos_15530,C20914,C20914,Monobactam biosynthesis(ko00261)
pos_15534,"2-Acetamido-4-(D-alanylamino)-2,4,6-trideoxy-D-mannopyranose",C22249,Metabolic pathways(ko01100);;Biosynthesis of nucleotide sugars(ko01250)
pos_15548,Fosinopril,C07016,--
pos_15574,Hercynine,C05575,Histidine metabolism(ko00340);;Metabolic pathways(ko01100)
pos_15598,Quercetin 3-O-glucoside,C05623,Metabolic pathways(ko01100)
pos_15599,Propionyladenylate,C05983,Propanoate metabolism(ko00640)
pos_15600,N-Acetyl-L-citrulline,C15532,Arginine biosynthesis(ko00220);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_1562,all-trans-Retinoic acid,C00777,Retinol metabolism(ko00830);;Metabolic pathways(ko01100);;Th17 cell differentiation(ko04659);;Intestinal immune network for IgA production(ko04672);;Pathways in cancer(ko05200);;Small cell lung cancer(ko05222);;Non-small cell lung cancer(ko05223);;Gastric cancer(ko05226)
pos_15661,"3beta-Hydroxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-4alpha-carboxylate",C22116,Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100)
pos_15667,Neoxanthin,C08606,Metabolic pathways(ko01100)
pos_15700,Angiotensin (1-7),C15850,Renin-angiotensin system(ko04614);;Coronavirus disease - COVID-19(ko05171)
pos_15707,Gentamicin C1a,C00908,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_1575,"4-Cholesten-7alpha,12alpha-diol-3-one",C17339,Primary bile acid biosynthesis(ko00120);;Metabolic pathways(ko01100)
pos_1738,1-Deoxy-11beta-hydroxypentalenate,C20403,Metabolic pathways(ko01100)
pos_1767,"Ergosta-5,7,22,24(28)-tetraen-3beta-ol",C05440,Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100)
pos_1783,5-Methylcytosine,C02376,Pyrimidine metabolism(ko00240);;Metabolic pathways(ko01100)
pos_1809,5-Amino-4-imidazole carboxylate,C05516,Purine metabolism(ko00230);;Metabolic pathways(ko01100)
pos_1829,(-)-Quebrachamine,C09235,--
pos_1841,"2,4-Dihydroxy-6-pentylbenzoate",C20417,Metabolic pathways(ko01100)
pos_1845,CDP-choline,C00307,Glycerophospholipid metabolism(ko00564);;Metabolic pathways(ko01100);;Choline metabolism in cancer(ko05231)
pos_1846,L-2-Aminoadipate adenylate,C05560,Lysine biosynthesis(ko00300);;Metabolic pathways(ko01100)
pos_187,IMP,C00130,Purine metabolism(ko00230);;Metabolic pathways(ko01100);;Nucleotide metabolism(ko01232);;Biosynthesis of cofactors(ko01240);;Antifolate resistance(ko01523);;Taste transduction(ko04742)
pos_1916,Ouabain,C01443,Bile secretion(ko04976)
pos_1948,Kanamycin D,C21253,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_2020,Puromycin,C01610,Metabolic pathways(ko01100)
pos_2102,L-Hyoscyamine,C02046,Metabolic pathways(ko01100)
pos_2134,Paspaline,C20530,Metabolic pathways(ko01100)
pos_2281,8(S)-HETE,C14776,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100);;PPAR signaling pathway(ko03320)
pos_2282,"4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol",C15915,Steroid biosynthesis(ko00100)
pos_2389,Biliverdin-IX-delta,C21723,Porphyrin metabolism(ko00860)
pos_2397,"17beta-Methylestra-1,3,5(10)-trien-3-ol",C15020,--
pos_2410,7-Mercaptoheptanoic acid,C16593,Metabolic pathways(ko01100)
pos_2427,Vitamin D3,C05443,Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100);;Vitamin digestion and absorption(ko04977);;Rheumatoid arthritis(ko05323)
pos_2462,Demethylphosphinothricin,C17962,Phosphonate and phosphinate metabolism(ko00440)
pos_2467,beta-Citraurin,C20894,Metabolic pathways(ko01100)
pos_2594,4-Vinylcyclohexene,C19310,--
pos_2601,PELLETIERINE,C06182,Metabolic pathways(ko01100)
pos_2736,2-Propylglutaric acid,C16658,Drug metabolism - cytochrome P450(ko00982)
pos_2882,"Styrene-cis-2,3-dihydrodiol",C07084,Metabolic pathways(ko01100)
pos_2885,"4-Hydroxy-2,6-dimethylaniline",C16570,Drug metabolism - cytochrome P450(ko00982)
pos_2917,5-Aminopentanoic acid,C00431,Lysine degradation(ko00310);;Arginine and proline metabolism(ko00330);;D-Amino acid metabolism(ko00470);;Metabolic pathways(ko01100)
pos_2920,Cerulenin,C12058,--
pos_2972,Urocanic acid,C00785,Histidine metabolism(ko00340);;Metabolic pathways(ko01100)
pos_2988,Dihydrothymine,C00906,--
pos_3009,Oxoglutaric acid,C00026,"Citrate cycle (TCA cycle)(ko00020);;Pentose and glucuronate interconversions(ko00040);;Ascorbate and aldarate metabolism(ko00053);;Arginine biosynthesis(ko00220);;Alanine, aspartate and glutamate metabolism(ko00250);;Lysine biosynthesis(ko00300);;Lysine degradation(ko00310);;Histidine metabolism(ko00340);;Taurine and hypotaurine metabolism(ko00430);;D-Amino acid metabolism(ko00470);;Glyoxylate and dicarboxylate metabolism(ko00630);;Butanoate metabolism(ko00650);;C5-Branched dibasic acid metabolism(ko00660);;Metabolic pathways(ko01100);;Carbon metabolism(ko01200);;2-Oxocarboxylic acid metabolism(ko01210);;Biosynthesis of amino acids(ko01230);;Biosynthesis of cofactors(ko01240);;HIF-1 signaling pathway(ko04066);;GABAergic synapse(ko04727);;Glucagon signaling pathway(ko04922);;Proximal tubule bicarbonate reclamation(ko04964);;Bile secretion(ko04976);;Central carbon metabolism in cancer(ko05230)"
pos_3228,Hygromycin B,C01925,--
pos_3242,6'-Dehydro-6'-oxoparomamine,C17583,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_3265,4-Hydroxy-L-threonine,C06056,Vitamin B6 metabolism(ko00750)
pos_3268,"4,8-Dihydroxyquinoline",C05637,Tryptophan metabolism(ko00380)
pos_3278,"(2R,3R)-3-Methylornithine",C20277,Lysine biosynthesis(ko00300);;Metabolic pathways(ko01100)
pos_3281,Cytidine 5'-{[hydroxy(2-hydroxypropyl)phosphonoyl]phosphate},C22217,Metabolic pathways(ko01100)
pos_3291,D-4'-Phosphopantothenate,C03492,beta-Alanine metabolism(ko00410);;Pantothenate and CoA biosynthesis(ko00770);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_3304,Digalacturonate,C02273,Pentose and glucuronate interconversions(ko00040);;Metabolic pathways(ko01100);;ABC transporters(ko02010)
pos_3305,Adipate semialdehyde,C06102,Metabolic pathways(ko01100)
pos_3311,5-Ribosylparomamine,C18002,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_3323,1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,C04734,Purine metabolism(ko00230);;Metabolic pathways(ko01100)
pos_3334,5-FU,C07649,Drug metabolism - other enzymes(ko00983);;Bile secretion(ko04976)
pos_3374,UDP-glucuronate,C00167,Pentose and glucuronate interconversions(ko00040);;Ascorbate and aldarate metabolism(ko00053);;Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240);;Biosynthesis of nucleotide sugars(ko01250)
pos_3382,alpha-Hydroxy-NDMA,C20301,Chemical carcinogenesis - DNA adducts(ko05204)
pos_3391,Diethyltoluamide,C10935,--
pos_3401,Amygdalin,C08325,Metabolic pathways(ko01100)
pos_3411,gamma-Glutamyltyramine,C20926,Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_3414,Kynurenic acid,C01717,Tryptophan metabolism(ko00380);;Metabolic pathways(ko01100)
pos_3416,"N6,N6,N6-Trimethyl-L-lysine",C03793,Lysine degradation(ko00310);;Metabolic pathways(ko01100)
pos_3419,Ceanothine B,C10001,--
pos_3425,Holyrine A,C21127,Metabolic pathways(ko01100)
pos_3427,N2-Succinyl-L-ornithine,C03415,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100)
pos_3435,L-Phenylalanine,C00079,"Phenylalanine metabolism(ko00360);;Phenylalanine, tyrosine and tryptophan biosynthesis(ko00400);;D-Amino acid metabolism(ko00470);;Aminoacyl-tRNA biosynthesis(ko00970);;Metabolic pathways(ko01100);;2-Oxocarboxylic acid metabolism(ko01210);;Biosynthesis of amino acids(ko01230);;ABC transporters(ko02010);;Protein digestion and absorption(ko04974);;Mineral absorption(ko04978);;Central carbon metabolism in cancer(ko05230)"
pos_3436,3-Amino-2-oxopropyl phosphate,C11638,Vitamin B6 metabolism(ko00750);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_3437,N-Formyl-L-glutamate,C01045,Histidine metabolism(ko00340);;Metabolic pathways(ko01100)
pos_3441,"1-(4-Hydroxyphenylazo)-naphthalene-2,6-diol",C20282,Chemical carcinogenesis - DNA adducts(ko05204)
pos_3447,7-Hydroxy-6-methyl-8-ribityllumazine,C05995,Riboflavin metabolism(ko00740)
pos_3449,5-Acetylamino-6-amino-3-methyluracil,C16366,Caffeine metabolism(ko00232)
pos_3452,Prenol,C01390,Riboflavin metabolism(ko00740)
pos_3467,GATIFLOXACIN,C07661,--
pos_3481,3''-Amino-3''-deoxygentamicin A2,C21266,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_3492,D-Tryptophan,C00525,--
pos_3506,Policapram,C19492,--
pos_3508,Tropine,C00729,Metabolic pathways(ko01100)
pos_3531,epsilon-Caprolactam,C06593,Metabolic pathways(ko01100)
pos_3539,L-Arginine,C00062,Arginine biosynthesis(ko00220);;Monobactam biosynthesis(ko00261);;Arginine and proline metabolism(ko00330);;D-Amino acid metabolism(ko00470);;Aminoacyl-tRNA biosynthesis(ko00970);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230);;ABC transporters(ko02010);;mTOR signaling pathway(ko04150);;Protein digestion and absorption(ko04974);;Amyotrophic lateral sclerosis(ko05014);;Pathways of neurodegeneration - multiple diseases(ko05022);;Chagas disease(ko05142);;Amoebiasis(ko05146);;Central carbon metabolism in cancer(ko05230)
pos_3555,3-Aminopropiononitrile,C05670,beta-Alanine metabolism(ko00410)
pos_3574,1-(Indol-3-yl)propanol 3-phosphate,C04229,--
pos_3598,"10,11-Epoxy-3-geranylgeranylindole",C20526,Metabolic pathways(ko01100)
pos_3648,Streptidine,C00837,--
pos_3653,3-Hydroxybenzaldehyde,C03067,--
pos_3654,Hippuric acid,C01586,Metabolic pathways(ko01100)
pos_3657,Rosmarinate,C01850,Tyrosine metabolism(ko00350);;Metabolic pathways(ko01100)
pos_3660,Benzene,C01407,Metabolic pathways(ko01100);;Chemical carcinogenesis - reactive oxygen species(ko05208)
pos_3663,Furazolidone,C07999,--
pos_3674,Riboflavin,C00255,Riboflavin metabolism(ko00740);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240);;ABC transporters(ko02010);;Vitamin digestion and absorption(ko04977)
pos_3677,Naratriptan,C07792,--
pos_3678,Levofloxacin,C07660,Bile secretion(ko04976)
pos_3681,trans-2-Enoyl-OPC4-CoA,C16336,alpha-Linolenic acid metabolism(ko00592);;Metabolic pathways(ko01100)
pos_3685,5'-S-Methyl-5'-thioinosine,C19787,Cysteine and methionine metabolism(ko00270);;Metabolic pathways(ko01100)
pos_3688,Cyclohexylamine,C00571,--
pos_3730,6-Keto-prostaglandin F1alpha,C05961,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100)
pos_3733,Oxyapramycin,C17997,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_3772,Ammodendrine,C10125,--
pos_378,L-Propargylglycine,C22138,Metabolic pathways(ko01100)
pos_3789,D-Glucosaminide,C06023,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100)
pos_3820,Phenazopyridine,C07429,--
pos_3828,Kanamycin,C00304,--
pos_3870,Indole-3-carboxylic acid,C19837,--
pos_3925,Chitobiose,C01674,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;ABC transporters(ko02010)
pos_3931,Codeine-6-glucuronide,C16577,Drug metabolism - cytochrome P450(ko00982)
pos_3935,Demethyldecarbamoylnovobiocin,C12475,Metabolic pathways(ko01100)
pos_3938,(S)-Norcoclaurine,C06160,Metabolic pathways(ko01100)
pos_3941,Neomycin B,C01737,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_3943,D-Urobilin,C05795,Porphyrin metabolism(ko00860);;Metabolic pathways(ko01100)
pos_3982,Nifedipine,C07266,--
pos_3986,Antibiotic G-418,C17703,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_4029,Compound V(S),C06494,--
pos_4039,Capecitabine,C12650,Drug metabolism - other enzymes(ko00983)
pos_4075,4'-Oxolividamine,C21257,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_4094,Piperidine,C01746,Protein digestion and absorption(ko04974)
pos_4115,12-OxoETE,C14807,Arachidonic acid metabolism(ko00590)
pos_4128,(R)-Acetoin,C00810,Butanoate metabolism(ko00650);;C5-Branched dibasic acid metabolism(ko00660)
pos_4133,Gentamicin,C00505,--
pos_4147,Mithramycin DK,C18711,Metabolic pathways(ko01100)
pos_4154,Linamarin,C01594,Metabolic pathways(ko01100)
pos_4155,Cypripedin,C10323,--
pos_4158,2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate,C22074,Metabolic pathways(ko01100)
pos_4228,Validoxylamine A 7'-phosphate,C21219,Metabolic pathways(ko01100)
pos_4242,8-Hydroxyalanylclavam,C17359,--
pos_4265,NPC,C16543,Drug metabolism - other enzymes(ko00983)
pos_4269,(3Z)-Phycoerythrobilin,C05912,Porphyrin metabolism(ko00860)
pos_4315,Tomatine,C10827,--
pos_4343,Galantamine,C08526,--
pos_4360,8-Amino-7-oxononanoate,C01092,Biotin metabolism(ko00780);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_4363,7-Methylthioheptanaldoxime,C17249,2-Oxocarboxylic acid metabolism(ko01210)
pos_4380,Precorrin 4,C06407,Porphyrin metabolism(ko00860);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_4387,Erysonine,C09422,--
pos_4393,Isofucosterol,C08821,Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100)
pos_4398,Gentamicin C,C01918,--
pos_4407,Decaprenol phosphate,C02970,Metabolic pathways(ko01100)
pos_4413,Precorrin 6Y,C06319,Porphyrin metabolism(ko00860);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_4414,Indole,C00463,"Tryptophan metabolism(ko00380);;Phenylalanine, tyrosine and tryptophan biosynthesis(ko00400);;Metabolic pathways(ko01100);;Protein digestion and absorption(ko04974)"
pos_4415,L-4-Hydroxyglutamate semialdehyde,C05938,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100)
pos_4417,3-Methyleneoxindole,C02796,--
pos_4418,5-Nitro-2-furfuryl methyl ether,C14293,--
pos_4421,7alpha-Hydroxydehydroepiandrosterone,C18045,Steroid hormone biosynthesis(ko00140)
pos_4440,2-Methylpyridine,C14447,--
pos_4441,6-Aminohexanoate,C02378,Metabolic pathways(ko01100)
pos_4464,L-Glutamyl 5-phosphate,C03287,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_4468,Mesaconitine,C08698,--
pos_4481,2-Hydroxyestrone,C05298,Steroid hormone biosynthesis(ko00140)
pos_4485,Deltorphin II,C18095,--
pos_4527,Robustine,C10736,--
pos_4554,2-Nitrotoluene,C19597,--
pos_4569,3-Methyloxindole,C02366,--
pos_4573,3-(6'-Methylthio)hexylmalic acid,C17227,2-Oxocarboxylic acid metabolism(ko01210)
pos_4580,6'''-Deamino-6'''-hydroxyneomycin C,C17588,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_4585,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",C04652,Metabolic pathways(ko01100)
pos_4597,gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide,C20995,Histidine metabolism(ko00340);;Metabolic pathways(ko01100)
pos_4622,Ciprofloxacin,C05349,ABC transporters(ko02010)
pos_4654,C20916,C20916,Monobactam biosynthesis(ko00261)
pos_4675,Hippurate,C01586,Metabolic pathways(ko01100)
pos_4678,15-OxoETE,C04577,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100)
pos_4698,Ethyl maltol,C20362,--
pos_4700,Otonecine,C10356,--
pos_4709,Kanamycin X,C20614,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_4721,Pristinamycin IA,C11615,--
pos_4728,Abscisic acid glucose ester,C15970,Metabolic pathways(ko01100)
pos_4731,OXYQUINOLINE,C19434,--
pos_4733,S-Adenosyl-L-methionine,C00019,Monobactam biosynthesis(ko00261);;Cysteine and methionine metabolism(ko00270);;Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230);;Biosynthesis of cofactors(ko01240);;Sulfur relay system(ko04122);;Chemical carcinogenesis - reactive oxygen species(ko05208)
pos_4747,2'-Deamino-2'-hydroxyneamine,C20350,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_4755,Oxytocin,C00746,--
pos_4781,2-Hydroxy-7-methoxy-5-methyl-1-naphthoate,C20841,Metabolic pathways(ko01100)
pos_4807,Zearalenone,C09981,--
pos_4815,Carboxynorspermidine,C18174,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100)
pos_4819,"3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate",C04844,Metabolic pathways(ko01100)
pos_4824,Cholesterol sulfate,C18043,Steroid hormone biosynthesis(ko00140);;Metabolic pathways(ko01100)
pos_4859,Octanoic acid,C06423,Fatty acid biosynthesis(ko00061);;Lipoic acid metabolism(ko00785);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_4863,7alpha-Hydroxytestosterone,C05291,Steroid hormone biosynthesis(ko00140)
pos_4889,"N,N-Diethylglycine",C16647,--
pos_4892,Norfloxacin,C06687,ABC transporters(ko02010)
pos_4923,"5,10-Methylenetetrahydromethanopterin",C04377,Metabolic pathways(ko01100);;Carbon metabolism(ko01200)
pos_4929,Sabinene hydrate,C02462,Metabolic pathways(ko01100)
pos_4938,Tyramine,C00483,Tyrosine metabolism(ko00350);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240);;Neuroactive ligand-receptor interaction(ko04080);;Protein digestion and absorption(ko04974)
pos_4945,Heptanoic acid,C17714,--
pos_4950,Prostaglandin E2,C00584,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100);;cAMP signaling pathway(ko04024);;Neuroactive ligand-receptor interaction(ko04080);;C-type lectin receptor signaling pathway(ko04625);;Serotonergic synapse(ko04726);;Inflammatory mediator regulation of TRP channels(ko04750);;Oxytocin signaling pathway(ko04921);;Regulation of lipolysis in adipocytes(ko04923);;Renin secretion(ko04924);;Bile secretion(ko04976);;Leishmaniasis(ko05140);;African trypanosomiasis(ko05143);;Amoebiasis(ko05146);;Human cytomegalovirus infection(ko05163);;Human papillomavirus infection(ko05165);;Pathways in cancer(ko05200);;Rheumatoid arthritis(ko05323)
pos_4971,Natamycin,C08073,--
pos_4972,Bis(glutathionyl)spermine,C16563,Glutathione metabolism(ko00480)
pos_5025,(R)-4-Dehydropantoate,C01053,Pantothenate and CoA biosynthesis(ko00770)
pos_5056,Hydroxyatrazine,C06552,Metabolic pathways(ko01100)
pos_5073,3-Dehydro-6-deoxoteasterone,C15800,Metabolic pathways(ko01100)
pos_5095,3-Hexenol,C08492,alpha-Linolenic acid metabolism(ko00592)
pos_5107,Montanoyl-CoA,C21934,Biosynthesis of unsaturated fatty acids(ko01040);;Fatty acid metabolism(ko01212)
pos_5165,"(5S,6S)-6-Amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate",C19830,Metabolic pathways(ko01100)
pos_5197,4-Hydroxy-3-methoxycinnamaldehyde,C02666,Metabolic pathways(ko01100)
pos_5198,Nateglinide,C12508,--
pos_5217,Choloyl-CoA,C01794,Primary bile acid biosynthesis(ko00120);;Metabolic pathways(ko01100)
pos_5235,"1-Octadecanoyl-2-(15S-hydroxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine",C21482,Ferroptosis(ko04216)
pos_5245,Vincristine,C07204,Metabolic pathways(ko01100)
pos_5321,Harmalol,C06537,--
pos_5323,Gemcitabine,C07650,--
pos_5364,"3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate",C20953,Metabolic pathways(ko01100)
pos_5381,Dihydroechinofuran,C18134,Ubiquinone and other terpenoid-quinone biosynthesis(ko00130)
