id.exposure,id.outcome,outcome,exposure,method,Q,Q_df,Q_pval
Q02223,J10_PNEUMOBACT,Bacterial pneumoniae,TNFRSF17,Inverse variance weighted,40.358076791627,35,0.245349984303379
Q03014,J10_PNEUMOBACT,Bacterial pneumoniae,HHEX,MR Egger,5.52308048446596,10,0.853615884540819
Q03014,J10_PNEUMOBACT,Bacterial pneumoniae,HHEX,Inverse variance weighted,5.75056070069497,11,0.889478267737053
Q06141,J10_PNEUMOBACT,Bacterial pneumoniae,REG3A,MR Egger,20.3799322498522,26,0.773218252898671
Q06141,J10_PNEUMOBACT,Bacterial pneumoniae,REG3A,Inverse variance weighted,25.5694377197103,27,0.542582401911989
Q06520,J10_PNEUMOBACT,Bacterial pneumoniae,SULT2A1,MR Egger,3.20832667797345,8,0.920611643464588
Q06520,J10_PNEUMOBACT,Bacterial pneumoniae,SULT2A1,Inverse variance weighted,3.38314030788859,9,0.94715198586189
Q08378,J10_PNEUMOBACT,Bacterial pneumoniae,GOLGA3,MR Egger,0.979302043029535,3,0.806260075879045
Q08378,J10_PNEUMOBACT,Bacterial pneumoniae,GOLGA3,Inverse variance weighted,1.56976509045565,4,0.814215722157768
Q0VD83,J10_PNEUMOBACT,Bacterial pneumoniae,APOBR,MR Egger,46.6290614207904,34,0.0730590952767801
Q0VD83,J10_PNEUMOBACT,Bacterial pneumoniae,APOBR,Inverse variance weighted,47.4570498595829,35,0.0778859891442878
Q10588,J10_PNEUMOBACT,Bacterial pneumoniae,BST1,MR Egger,28.9399039447038,42,0.937261191398218
Q10588,J10_PNEUMOBACT,Bacterial pneumoniae,BST1,Inverse variance weighted,36.0998726562803,43,0.762721389015305
Q10589,J10_PNEUMOBACT,Bacterial pneumoniae,BST2,MR Egger,58.2483239714518,28,0.000678421256833991
Q10589,J10_PNEUMOBACT,Bacterial pneumoniae,BST2,Inverse variance weighted,59.1356827166661,29,0.000790198706980237
Q12864,J10_PNEUMOBACT,Bacterial pneumoniae,CDH17,MR Egger,80.1088956954477,59,0.0351372435873943
Q12864,J10_PNEUMOBACT,Bacterial pneumoniae,CDH17,Inverse variance weighted,81.8981133602818,60,0.0316893424683532
Q12888,J10_PNEUMOBACT,Bacterial pneumoniae,TP53BP1,MR Egger,9.09839433848419,9,0.428241592306788
Q12888,J10_PNEUMOBACT,Bacterial pneumoniae,TP53BP1,Inverse variance weighted,9.60081214185679,10,0.4761848395083
Q12918,J10_PNEUMOBACT,Bacterial pneumoniae,KLRB1,MR Egger,27.1701310775054,25,0.347439013665153
Q12918,J10_PNEUMOBACT,Bacterial pneumoniae,KLRB1,Inverse variance weighted,27.2385377641414,26,0.396908699106809
Q13093,J10_PNEUMOBACT,Bacterial pneumoniae,PLA2G7,MR Egger,28.3121938855601,24,0.24709249357772
Q13093,J10_PNEUMOBACT,Bacterial pneumoniae,PLA2G7,Inverse variance weighted,30.5202979245562,25,0.205397275666997
Q13105,J10_PNEUMOBACT,Bacterial pneumoniae,ZBTB17,MR Egger,3.27064102636551e-05,1,0.995436961488286
Q13105,J10_PNEUMOBACT,Bacterial pneumoniae,ZBTB17,Inverse variance weighted,0.01380710487317,2,0.993120222339939
Q13287,J10_PNEUMOBACT,Bacterial pneumoniae,NMI,MR Egger,23.6042678929636,21,0.312625084318581
Q13287,J10_PNEUMOBACT,Bacterial pneumoniae,NMI,Inverse variance weighted,25.000167104152,22,0.297066748789123
Q13332,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRS,MR Egger,18.1030446681595,26,0.871992274141443
Q13332,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRS,Inverse variance weighted,18.9243050662117,27,0.872743293554087
Q14197,J10_PNEUMOBACT,Bacterial pneumoniae,MRPL58,MR Egger,1.87064766791952,2,0.392458753478848
Q14197,J10_PNEUMOBACT,Bacterial pneumoniae,MRPL58,Inverse variance weighted,1.87500496460374,3,0.598750571020007
Q14512,J10_PNEUMOBACT,Bacterial pneumoniae,FGFBP1,MR Egger,38.1679939153049,26,0.0584201806506509
Q14512,J10_PNEUMOBACT,Bacterial pneumoniae,FGFBP1,Inverse variance weighted,38.2035671368682,27,0.0747009201848816
Q14643,J10_PNEUMOBACT,Bacterial pneumoniae,ITPR1,MR Egger,12.9193672291277,11,0.298628202619281
Q14643,J10_PNEUMOBACT,Bacterial pneumoniae,ITPR1,Inverse variance weighted,13.0161375952429,12,0.36786882444615
Q14790,J10_PNEUMOBACT,Bacterial pneumoniae,CASP8,MR Egger,15.5497977219444,11,0.1586843329918
Q14790,J10_PNEUMOBACT,Bacterial pneumoniae,CASP8,Inverse variance weighted,15.6260424271555,12,0.20897045496339
Q15661,J10_PNEUMOBACT,Bacterial pneumoniae,TPSAB1,MR Egger,59.0029086370966,50,0.179547463761153
Q15661,J10_PNEUMOBACT,Bacterial pneumoniae,TPSAB1,Inverse variance weighted,59.0096865166065,51,0.2060393365348
Q15735,J10_PNEUMOBACT,Bacterial pneumoniae,INPP5J,MR Egger,0.288173602227505,2,0.865812591300181
Q15735,J10_PNEUMOBACT,Bacterial pneumoniae,INPP5J,Inverse variance weighted,0.69009483203074,3,0.875531235005737
Q15797,J10_PNEUMOBACT,Bacterial pneumoniae,SMAD1,MR Egger,3.44369724665239,4,0.486490778195413
Q15797,J10_PNEUMOBACT,Bacterial pneumoniae,SMAD1,Inverse variance weighted,3.48288661248912,5,0.625978669317766
Q15818,J10_PNEUMOBACT,Bacterial pneumoniae,NPTX1,MR Egger,44.5283271571684,46,0.534003535363071
Q15818,J10_PNEUMOBACT,Bacterial pneumoniae,NPTX1,Inverse variance weighted,49.5105102291951,47,0.373348307937731
Q16769,J10_PNEUMOBACT,Bacterial pneumoniae,QPCT,MR Egger,21.5962606057862,29,0.83651666490387
Q16769,J10_PNEUMOBACT,Bacterial pneumoniae,QPCT,Inverse variance weighted,21.6345908684216,30,0.86700224466006
Q16790,J10_PNEUMOBACT,Bacterial pneumoniae,CA9,MR Egger,23.6941887586359,15,0.070472017165516
Q16790,J10_PNEUMOBACT,Bacterial pneumoniae,CA9,Inverse variance weighted,23.8563507814065,16,0.0926892376125696
Q24JP5,J10_PNEUMOBACT,Bacterial pneumoniae,TMEM132A,MR Egger,10.0319979452641,18,0.9308569692627
Q24JP5,J10_PNEUMOBACT,Bacterial pneumoniae,TMEM132A,Inverse variance weighted,11.1206250549388,19,0.919714178793867
Q2L4Q9,J10_PNEUMOBACT,Bacterial pneumoniae,PRSS53,MR Egger,78.9741088102579,66,0.131377226626033
Q2L4Q9,J10_PNEUMOBACT,Bacterial pneumoniae,PRSS53,Inverse variance weighted,79.9138474995271,67,0.133976509386749
Q32MZ4,J10_PNEUMOBACT,Bacterial pneumoniae,LRRFIP1,MR Egger,1.67164287294101,4,0.795862055054067
Q32MZ4,J10_PNEUMOBACT,Bacterial pneumoniae,LRRFIP1,Inverse variance weighted,1.68224635982678,5,0.891128780790843
Q495A1,J10_PNEUMOBACT,Bacterial pneumoniae,TIGIT,MR Egger,1.31301648195244,1,0.251849230328895
Q495A1,J10_PNEUMOBACT,Bacterial pneumoniae,TIGIT,Inverse variance weighted,1.40897018133084,2,0.494363060886471
Q53H47,J10_PNEUMOBACT,Bacterial pneumoniae,SETMAR,MR Egger,10.0110990595036,7,0.18794536582465
Q53H47,J10_PNEUMOBACT,Bacterial pneumoniae,SETMAR,Inverse variance weighted,10.0138778037809,8,0.264053226046495
Q58EX2,J10_PNEUMOBACT,Bacterial pneumoniae,SDK2,MR Egger,16.057603385146,18,0.588527082410585
Q58EX2,J10_PNEUMOBACT,Bacterial pneumoniae,SDK2,Inverse variance weighted,24.7592153232167,19,0.168621537628017
Q5VT99,J10_PNEUMOBACT,Bacterial pneumoniae,LRRC38,MR Egger,1.74431688616236,4,0.78265254474253
Q5VT99,J10_PNEUMOBACT,Bacterial pneumoniae,LRRC38,Inverse variance weighted,1.75862530921236,5,0.881432762701218
Q6UB28,J10_PNEUMOBACT,Bacterial pneumoniae,METAP1D,MR Egger,0.93096394947784,4,0.9200771135456
Q6UB28,J10_PNEUMOBACT,Bacterial pneumoniae,METAP1D,Inverse variance weighted,1.06615132971159,5,0.957055710697031
Q6UWW0,J10_PNEUMOBACT,Bacterial pneumoniae,LCN15,MR Egger,18.1025947983869,22,0.699888432429
Q6UWW0,J10_PNEUMOBACT,Bacterial pneumoniae,LCN15,Inverse variance weighted,18.3832270386533,23,0.736383330183835
Q6UY14,J10_PNEUMOBACT,Bacterial pneumoniae,ADAMTSL4,MR Egger,5.22617410681087,12,0.94999461831684
Q6UY14,J10_PNEUMOBACT,Bacterial pneumoniae,ADAMTSL4,Inverse variance weighted,5.84272730218049,13,0.951689809400882
Q6XQN6,J10_PNEUMOBACT,Bacterial pneumoniae,NAPRT,MR Egger,3.20372742437412,6,0.782876743254664
Q6XQN6,J10_PNEUMOBACT,Bacterial pneumoniae,NAPRT,Inverse variance weighted,3.77432177369492,7,0.80537327873375
Q6YHK3,J10_PNEUMOBACT,Bacterial pneumoniae,CD109,MR Egger,46.3687179861513,43,0.33516522479414
Q6YHK3,J10_PNEUMOBACT,Bacterial pneumoniae,CD109,Inverse variance weighted,46.422014287942,44,0.372809746092924
Q6ZUJ8,J10_PNEUMOBACT,Bacterial pneumoniae,PIK3AP1,MR Egger,11.9331406411672,12,0.451064068033981
Q6ZUJ8,J10_PNEUMOBACT,Bacterial pneumoniae,PIK3AP1,Inverse variance weighted,12.1817521826479,13,0.512799502045889
Q6ZVN8,J10_PNEUMOBACT,Bacterial pneumoniae,HJV,MR Egger,7.55473702685397,5,0.182542520464685
Q6ZVN8,J10_PNEUMOBACT,Bacterial pneumoniae,HJV,Inverse variance weighted,8.98692692364799,6,0.174314627549475
Q765P7,J10_PNEUMOBACT,Bacterial pneumoniae,MTSS2,MR Egger,3.74578987264247,5,0.586564738480722
Q765P7,J10_PNEUMOBACT,Bacterial pneumoniae,MTSS2,Inverse variance weighted,4.70798727242401,6,0.581773429737023
Q7LG56,J10_PNEUMOBACT,Bacterial pneumoniae,RRM2B,MR Egger,1.08907738117868,3,0.779711480256231
Q7LG56,J10_PNEUMOBACT,Bacterial pneumoniae,RRM2B,Inverse variance weighted,1.96823301640153,4,0.741601844776598
Q7Z4V5,J10_PNEUMOBACT,Bacterial pneumoniae,HDGFL2,MR Egger,2.07819182772794,2,0.35377437993193
Q7Z4V5,J10_PNEUMOBACT,Bacterial pneumoniae,HDGFL2,Inverse variance weighted,2.48322128911259,3,0.478331005162373
Q7Z4W2,J10_PNEUMOBACT,Bacterial pneumoniae,LYZL2,MR Egger,3.91328626641334,4,0.417868459973259
Q7Z4W2,J10_PNEUMOBACT,Bacterial pneumoniae,LYZL2,Inverse variance weighted,3.92738993431697,5,0.559916762630081
Q86UW2,J10_PNEUMOBACT,Bacterial pneumoniae,SLC51B,MR Egger,15.4434008410248,19,0.694030178826891
Q86UW2,J10_PNEUMOBACT,Bacterial pneumoniae,SLC51B,Inverse variance weighted,16.6328252185462,20,0.676670901570272
Q86VB7,J10_PNEUMOBACT,Bacterial pneumoniae,CD163,MR Egger,43.7462282381531,43,0.439644187963054
Q86VB7,J10_PNEUMOBACT,Bacterial pneumoniae,CD163,Inverse variance weighted,45.4918807768469,44,0.409738541577912
Q8IX05,J10_PNEUMOBACT,Bacterial pneumoniae,CD302,MR Egger,22.201722113863,21,0.387966383212654
Q8IX05,J10_PNEUMOBACT,Bacterial pneumoniae,CD302,Inverse variance weighted,22.209978898016,22,0.447416768903294
Q8N114,J10_PNEUMOBACT,Bacterial pneumoniae,SHISA5,MR Egger,9.59866175587469,9,0.383941235290862
Q8N114,J10_PNEUMOBACT,Bacterial pneumoniae,SHISA5,Inverse variance weighted,11.506256521553,10,0.319458154245917
Q8NC01,J10_PNEUMOBACT,Bacterial pneumoniae,CLEC1A,MR Egger,24.4659108501108,25,0.492601390421965
Q8NC01,J10_PNEUMOBACT,Bacterial pneumoniae,CLEC1A,Inverse variance weighted,24.8688954990963,26,0.52640601443514
Q8NHV1,J10_PNEUMOBACT,Bacterial pneumoniae,GIMAP7,MR Egger,3.57714284501946,11,0.980697781799695
Q8NHV1,J10_PNEUMOBACT,Bacterial pneumoniae,GIMAP7,Inverse variance weighted,4.70954326333392,12,0.966983652289043
Q8TBM8,J10_PNEUMOBACT,Bacterial pneumoniae,DNAJB14,MR Egger,5.28968150905031,6,0.507231683108325
Q8TBM8,J10_PNEUMOBACT,Bacterial pneumoniae,DNAJB14,Inverse variance weighted,5.80631328944005,7,0.5625386242658
Q8TCS8,J10_PNEUMOBACT,Bacterial pneumoniae,PNPT1,MR Egger,0.250494159284121,1,0.616727339480815
Q8TCS8,J10_PNEUMOBACT,Bacterial pneumoniae,PNPT1,Inverse variance weighted,0.294075475111991,2,0.863261399426217
Q8TD06,J10_PNEUMOBACT,Bacterial pneumoniae,AGR3,MR Egger,11.3993343127785,6,0.0767912711602014
Q8TD06,J10_PNEUMOBACT,Bacterial pneumoniae,AGR3,Inverse variance weighted,11.4118045561052,7,0.121637742214473
Q8TEU8,J10_PNEUMOBACT,Bacterial pneumoniae,WFIKKN2,MR Egger,25.9167861933593,32,0.767276241771904
Q8TEU8,J10_PNEUMOBACT,Bacterial pneumoniae,WFIKKN2,Inverse variance weighted,26.5015848011663,33,0.78106818413962
Q92609,J10_PNEUMOBACT,Bacterial pneumoniae,TBC1D5,MR Egger,0.741543073155877,3,0.863391779172877
Q92609,J10_PNEUMOBACT,Bacterial pneumoniae,TBC1D5,Inverse variance weighted,0.872095428558309,4,0.928529602164346
Q92619,J10_PNEUMOBACT,Bacterial pneumoniae,ARHGAP45,MR Egger,0.350592844365438,1,0.553777726979305
Q92619,J10_PNEUMOBACT,Bacterial pneumoniae,ARHGAP45,Inverse variance weighted,0.504813875071572,2,0.776928512356954
Q92854,J10_PNEUMOBACT,Bacterial pneumoniae,SEMA4D,MR Egger,7.20596697949845,8,0.514582368383971
Q92854,J10_PNEUMOBACT,Bacterial pneumoniae,SEMA4D,Inverse variance weighted,7.20649018358879,9,0.615630445962472
Q969Z4,J10_PNEUMOBACT,Bacterial pneumoniae,RELT,MR Egger,17.632713775826,18,0.480083391541005
Q969Z4,J10_PNEUMOBACT,Bacterial pneumoniae,RELT,Inverse variance weighted,17.7559279937806,19,0.538793062515398
Q96A00,J10_PNEUMOBACT,Bacterial pneumoniae,PPP1R14A,MR Egger,6.03970053021108,8,0.642784696537212
Q96A00,J10_PNEUMOBACT,Bacterial pneumoniae,PPP1R14A,Inverse variance weighted,6.36239742047288,9,0.703171213094528
Q96AG4,J10_PNEUMOBACT,Bacterial pneumoniae,LRRC59,MR Egger,3.74711362280217,4,0.441310644671975
Q96AG4,J10_PNEUMOBACT,Bacterial pneumoniae,LRRC59,Inverse variance weighted,4.00795815755306,5,0.548270739209594
Q96B86,J10_PNEUMOBACT,Bacterial pneumoniae,RGMA,MR Egger,39.0212105200318,47,0.789561679796165
Q96B86,J10_PNEUMOBACT,Bacterial pneumoniae,RGMA,Inverse variance weighted,39.0337766339672,48,0.81859191826754
Q96C92,J10_PNEUMOBACT,Bacterial pneumoniae,ENTR1,MR Egger,2.50304169161628,6,0.868127096523038
Q96C92,J10_PNEUMOBACT,Bacterial pneumoniae,ENTR1,Inverse variance weighted,3.48429252431701,7,0.836886390822585
Q96DE0,J10_PNEUMOBACT,Bacterial pneumoniae,NUDT16,MR Egger,12.8114797429199,9,0.17132378938512
Q96DE0,J10_PNEUMOBACT,Bacterial pneumoniae,NUDT16,Inverse variance weighted,13.7460783291892,10,0.184891988130979
Q96EB6,J10_PNEUMOBACT,Bacterial pneumoniae,SIRT1,MR Egger,0.512771297359088,1,0.47394163732655
Q96EB6,J10_PNEUMOBACT,Bacterial pneumoniae,SIRT1,Inverse variance weighted,0.76471750666676,2,0.682250249744692
Q96EK5,J10_PNEUMOBACT,Bacterial pneumoniae,KIFBP,MR Egger,0.747814689697301,4,0.945304115486437
Q96EK5,J10_PNEUMOBACT,Bacterial pneumoniae,KIFBP,Inverse variance weighted,1.8375979789347,5,0.871128999346525
Q96FQ6,J10_PNEUMOBACT,Bacterial pneumoniae,S100A16,MR Egger,4.22786710140095,2,0.120762007463665
Q96FQ6,J10_PNEUMOBACT,Bacterial pneumoniae,S100A16,Inverse variance weighted,4.53369993705393,3,0.209303955341598
Q96I15,J10_PNEUMOBACT,Bacterial pneumoniae,SCLY,MR Egger,18.6503582127889,13,0.134349699394958
Q96I15,J10_PNEUMOBACT,Bacterial pneumoniae,SCLY,Inverse variance weighted,18.9594717772127,14,0.166503631853283
Q96K21,J10_PNEUMOBACT,Bacterial pneumoniae,ZFYVE19,MR Egger,22.2241278274388,19,0.273244178064399
Q96K21,J10_PNEUMOBACT,Bacterial pneumoniae,ZFYVE19,Inverse variance weighted,22.3531813128881,20,0.321657620242306
Q96LA6,J10_PNEUMOBACT,Bacterial pneumoniae,FCRL1,MR Egger,72.5772902123882,55,0.056279811299844
Q96LA6,J10_PNEUMOBACT,Bacterial pneumoniae,FCRL1,Inverse variance weighted,73.491067195525,56,0.0584327195715993
Q96LC7,J10_PNEUMOBACT,Bacterial pneumoniae,SIGLEC10,MR Egger,47.8605662770905,27,0.00795810941141721
Q96LC7,J10_PNEUMOBACT,Bacterial pneumoniae,SIGLEC10,Inverse variance weighted,49.0365429305066,28,0.00826712113540465
Q96PL5,J10_PNEUMOBACT,Bacterial pneumoniae,ERMAP,MR Egger,31.8716565770822,32,0.473124378042929
Q96PL5,J10_PNEUMOBACT,Bacterial pneumoniae,ERMAP,Inverse variance weighted,34.0325554135849,33,0.417706772457666
Q96SB3,J10_PNEUMOBACT,Bacterial pneumoniae,PPP1R9B,MR Egger,0.00246332759889209,1,0.960415708556257
Q96SB3,J10_PNEUMOBACT,Bacterial pneumoniae,PPP1R9B,Inverse variance weighted,0.529854676288178,2,0.767261698609422
Q99674,J10_PNEUMOBACT,Bacterial pneumoniae,CGREF1,MR Egger,29.7398174615081,31,0.530760770987285
Q99674,J10_PNEUMOBACT,Bacterial pneumoniae,CGREF1,Inverse variance weighted,30.5115998357197,32,0.541905366998921
Q99683,J10_PNEUMOBACT,Bacterial pneumoniae,MAP3K5,MR Egger,0.210214850904591,1,0.646599058192046
Q99683,J10_PNEUMOBACT,Bacterial pneumoniae,MAP3K5,Inverse variance weighted,0.89439169741447,2,0.639418666691747
Q99795,J10_PNEUMOBACT,Bacterial pneumoniae,GPA33,MR Egger,29.4188023503159,36,0.772986197479568
Q99795,J10_PNEUMOBACT,Bacterial pneumoniae,GPA33,Inverse variance weighted,30.5892686070936,37,0.762526702226357
Q9BS40,J10_PNEUMOBACT,Bacterial pneumoniae,LXN,MR Egger,0.185945630022313,1,0.666312677261497
Q9BS40,J10_PNEUMOBACT,Bacterial pneumoniae,LXN,Inverse variance weighted,0.186011659592601,2,0.911188188239128
Q9BUH6,J10_PNEUMOBACT,Bacterial pneumoniae,PAXX,MR Egger,2.159408830123,4,0.70646710419532
Q9BUH6,J10_PNEUMOBACT,Bacterial pneumoniae,PAXX,Inverse variance weighted,6.91080079500507,5,0.227359145915689
Q9BXD5,J10_PNEUMOBACT,Bacterial pneumoniae,NPL,MR Egger,12.331547398654,12,0.419433380839454
Q9BXD5,J10_PNEUMOBACT,Bacterial pneumoniae,NPL,Inverse variance weighted,12.3334281030014,13,0.500510567991174
Q9BYE9,J10_PNEUMOBACT,Bacterial pneumoniae,CDHR2,MR Egger,41.3109707320268,22,0.00756622283288159
Q9BYE9,J10_PNEUMOBACT,Bacterial pneumoniae,CDHR2,Inverse variance weighted,41.7381123692421,23,0.00973754744295699
Q9BYF1,J10_PNEUMOBACT,Bacterial pneumoniae,ACE2,MR Egger,13.8311384297932,17,0.679016895209006
Q9BYF1,J10_PNEUMOBACT,Bacterial pneumoniae,ACE2,Inverse variance weighted,14.024533391426,18,0.727490571886501
Q9BZJ3,J10_PNEUMOBACT,Bacterial pneumoniae,TPSD1,MR Egger,2.58127249470903,10,0.989637710996276
Q9BZJ3,J10_PNEUMOBACT,Bacterial pneumoniae,TPSD1,Inverse variance weighted,2.97750161044107,11,0.99101988074328
Q9BZM5,J10_PNEUMOBACT,Bacterial pneumoniae,ULBP2,MR Egger,32.4827300375136,29,0.299089145206475
Q9BZM5,J10_PNEUMOBACT,Bacterial pneumoniae,ULBP2,Inverse variance weighted,34.0428532648483,30,0.279122807293363
Q9BZR6,J10_PNEUMOBACT,Bacterial pneumoniae,RTN4R,MR Egger,27.1167088842114,24,0.299042441563521
Q9BZR6,J10_PNEUMOBACT,Bacterial pneumoniae,RTN4R,Inverse variance weighted,27.3884911819718,25,0.336760187468884
Q9H173,J10_PNEUMOBACT,Bacterial pneumoniae,SIL1,MR Egger,1.04283658791173,3,0.790888308369509
Q9H173,J10_PNEUMOBACT,Bacterial pneumoniae,SIL1,Inverse variance weighted,1.08949418226857,4,0.895935469504793
Q9H251,J10_PNEUMOBACT,Bacterial pneumoniae,CDH23,MR Egger,0.0954927708585616,2,0.953375546349294
Q9H251,J10_PNEUMOBACT,Bacterial pneumoniae,CDH23,Inverse variance weighted,0.40089952619292,3,0.940056611142303
Q9H2A7,J10_PNEUMOBACT,Bacterial pneumoniae,CXCL16,MR Egger,31.3968084166846,29,0.346961777921367
Q9H2A7,J10_PNEUMOBACT,Bacterial pneumoniae,CXCL16,Inverse variance weighted,31.843392025859,30,0.374846268834158
Q9H3U7,J10_PNEUMOBACT,Bacterial pneumoniae,SMOC2,MR Egger,31.9411135157186,24,0.128459685939639
Q9H3U7,J10_PNEUMOBACT,Bacterial pneumoniae,SMOC2,Inverse variance weighted,32.5783914345203,25,0.14194906476674
Q9H867,J10_PNEUMOBACT,Bacterial pneumoniae,VCPKMT,MR Egger,0.380451981909212,2,0.826772269774863
Q9H867,J10_PNEUMOBACT,Bacterial pneumoniae,VCPKMT,Inverse variance weighted,0.388067700659892,3,0.942696247787062
Q9HBG7,J10_PNEUMOBACT,Bacterial pneumoniae,LY9,MR Egger,42.0408565811724,32,0.110269928909006
Q9HBG7,J10_PNEUMOBACT,Bacterial pneumoniae,LY9,Inverse variance weighted,49.44813438788,33,0.0328417797131498
Q9HCK4,J10_PNEUMOBACT,Bacterial pneumoniae,ROBO2,MR Egger,20.6187020479788,17,0.243811617199296
Q9HCK4,J10_PNEUMOBACT,Bacterial pneumoniae,ROBO2,Inverse variance weighted,22.1458674826957,18,0.225573439229117
Q9NPB3,J10_PNEUMOBACT,Bacterial pneumoniae,CABP2,MR Egger,2.46587002098382,3,0.481490722981813
Q9NPB3,J10_PNEUMOBACT,Bacterial pneumoniae,CABP2,Inverse variance weighted,2.73405278976589,4,0.603269099957804
Q9NPH6,J10_PNEUMOBACT,Bacterial pneumoniae,OBP2B,MR Egger,45.3369969116908,35,0.11327268132618
Q9NPH6,J10_PNEUMOBACT,Bacterial pneumoniae,OBP2B,Inverse variance weighted,45.3491167222949,36,0.136584609178341
Q9NR12,J10_PNEUMOBACT,Bacterial pneumoniae,PDLIM7,MR Egger,1.27910111275676,3,0.734101604859485
Q9NR12,J10_PNEUMOBACT,Bacterial pneumoniae,PDLIM7,Inverse variance weighted,1.4552345597141,4,0.834540407727124
Q9NSA1,J10_PNEUMOBACT,Bacterial pneumoniae,FGF21,MR Egger,2.90443201478185,7,0.893700012822725
Q9NSA1,J10_PNEUMOBACT,Bacterial pneumoniae,FGF21,Inverse variance weighted,5.40999152359462,8,0.71299046772182
Q9NWQ8,J10_PNEUMOBACT,Bacterial pneumoniae,PAG1,MR Egger,8.50197350592323,7,0.290415060403043
Q9NWQ8,J10_PNEUMOBACT,Bacterial pneumoniae,PAG1,Inverse variance weighted,8.55374662602584,8,0.381326598212774
Q9NZJ5,J10_PNEUMOBACT,Bacterial pneumoniae,EIF2AK3,MR Egger,1.14378545809856,2,0.564456064610552
Q9NZJ5,J10_PNEUMOBACT,Bacterial pneumoniae,EIF2AK3,Inverse variance weighted,1.28317568434907,3,0.733132001109553
Q9UGT4,J10_PNEUMOBACT,Bacterial pneumoniae,SUSD2,MR Egger,21.642853173575,25,0.656273962478329
Q9UGT4,J10_PNEUMOBACT,Bacterial pneumoniae,SUSD2,Inverse variance weighted,26.1109150749072,26,0.457020962759648
Q9UHD8,J10_PNEUMOBACT,Bacterial pneumoniae,SEPTIN9,MR Egger,0.21555055640283,2,0.897829335585108
Q9UHD8,J10_PNEUMOBACT,Bacterial pneumoniae,SEPTIN9,Inverse variance weighted,0.354903869212978,3,0.94939233132767
Q9UHX3,J10_PNEUMOBACT,Bacterial pneumoniae,ADGRE2,MR Egger,32.4772243869858,28,0.255527431786774
Q9UHX3,J10_PNEUMOBACT,Bacterial pneumoniae,ADGRE2,Inverse variance weighted,32.4828546771952,29,0.299083884725763
Q9UK41,J10_PNEUMOBACT,Bacterial pneumoniae,VPS28,MR Egger,0.579210228966826,2,0.748559104371751
Q9UK41,J10_PNEUMOBACT,Bacterial pneumoniae,VPS28,Inverse variance weighted,1.12043721064263,3,0.772142890812634
Q9UK53,J10_PNEUMOBACT,Bacterial pneumoniae,ING1,MR Egger,0.0144770707319076,1,0.904229107387389
Q9UK53,J10_PNEUMOBACT,Bacterial pneumoniae,ING1,Inverse variance weighted,0.017793894592352,2,0.991142513426051
Q9UQP3,J10_PNEUMOBACT,Bacterial pneumoniae,TNN,MR Egger,83.8386927573916,48,0.00104837295912794
Q9UQP3,J10_PNEUMOBACT,Bacterial pneumoniae,TNN,Inverse variance weighted,84.8124980647272,49,0.00113533741832695
Q9UQQ2,J10_PNEUMOBACT,Bacterial pneumoniae,SH2B3,MR Egger,7.41914740797256,7,0.386579682375836
Q9UQQ2,J10_PNEUMOBACT,Bacterial pneumoniae,SH2B3,Inverse variance weighted,7.41926665185443,8,0.492144413027981
Q9Y223,J10_PNEUMOBACT,Bacterial pneumoniae,GNE,MR Egger,3.32118178151436,3,0.344705399224683
Q9Y223,J10_PNEUMOBACT,Bacterial pneumoniae,GNE,Inverse variance weighted,3.32904199908018,4,0.504344004270326
Q9Y2X7,J10_PNEUMOBACT,Bacterial pneumoniae,GIT1,MR Egger,0.770423097537278,2,0.680306702935369
Q9Y2X7,J10_PNEUMOBACT,Bacterial pneumoniae,GIT1,Inverse variance weighted,1.39848853494749,3,0.705889065265533
Q9Y2Y0,J10_PNEUMOBACT,Bacterial pneumoniae,ARL2BP,MR Egger,4.09751962202739,6,0.663481153489253
Q9Y2Y0,J10_PNEUMOBACT,Bacterial pneumoniae,ARL2BP,Inverse variance weighted,5.60223036639637,7,0.586883304610275
Q9Y3C0,J10_PNEUMOBACT,Bacterial pneumoniae,WASHC3,MR Egger,5.5685242294832,9,0.782203974844828
Q9Y3C0,J10_PNEUMOBACT,Bacterial pneumoniae,WASHC3,Inverse variance weighted,5.56882421264278,10,0.850095553131344
Q9Y3L3,J10_PNEUMOBACT,Bacterial pneumoniae,SH3BP1,MR Egger,4.40174198866555,7,0.732514599086353
Q9Y3L3,J10_PNEUMOBACT,Bacterial pneumoniae,SH3BP1,Inverse variance weighted,4.71527938379676,8,0.78752871851902
Q9Y5X3,J10_PNEUMOBACT,Bacterial pneumoniae,SNX5,MR Egger,1.51463226559596,3,0.678897352148369
Q9Y5X3,J10_PNEUMOBACT,Bacterial pneumoniae,SNX5,Inverse variance weighted,1.70115557278584,4,0.79050770206738
Q9Y662,J10_PNEUMOBACT,Bacterial pneumoniae,HS3ST3B1,MR Egger,27.5028839907618,24,0.281563688231451
Q9Y662,J10_PNEUMOBACT,Bacterial pneumoniae,HS3ST3B1,Inverse variance weighted,27.6593761418758,25,0.323770475105892
