id.exposure,id.outcome,exposure,outcome,b,se,pval,PRESSO_pval,method
Q96C92,J10_PNEUMOBACT,ENTR1,Bacterial pneumoniae,-0.117530601529397,0.0383260045055941,0.0181540429894944,0.804,MR-PRESSO (Outlier-corrected)
Q96DE0,J10_PNEUMOBACT,NUDT16,Bacterial pneumoniae,0.111212817298718,0.0546453181531414,0.0692033710561285,0.25,MR-PRESSO (Outlier-corrected)
Q96EK5,J10_PNEUMOBACT,KIFBP,Bacterial pneumoniae,0.0928432588306224,0.0428958946037382,0.0827274215632605,0.842,MR-PRESSO (Outlier-corrected)
Q96FQ6,J10_PNEUMOBACT,S100A16,Bacterial pneumoniae,-0.181444096369113,0.086739697598245,0.127555038659814,0.336,MR-PRESSO (Outlier-corrected)
Q96I15,J10_PNEUMOBACT,SCLY,Bacterial pneumoniae,0.0978437792986268,0.0437769580124419,0.0422264688823478,0.181,MR-PRESSO (Outlier-corrected)
Q96K21,J10_PNEUMOBACT,ZFYVE19,Bacterial pneumoniae,0.0581823437344061,0.0284089564498067,0.0539151033416995,0.372,MR-PRESSO (Outlier-corrected)
Q96LA6,J10_PNEUMOBACT,FCRL1,Bacterial pneumoniae,0.0562828529391788,0.0241857276375951,0.023600617219687,0.096,MR-PRESSO (Outlier-corrected)
Q96LC7,J10_PNEUMOBACT,SIGLEC10,Bacterial pneumoniae,0.0661821677832935,0.0291369581194362,0.0310038338093967,0.01,MR-PRESSO (Outlier-corrected)
Q96PL5,J10_PNEUMOBACT,ERMAP,Bacterial pneumoniae,0.049607576586439,0.0216699295569167,0.0285979666623709,0.462,MR-PRESSO (Outlier-corrected)
Q99674,J10_PNEUMOBACT,CGREF1,Bacterial pneumoniae,-0.0459188703703724,0.0160456997170641,0.00736763920221656,0.6,MR-PRESSO (Outlier-corrected)
Q99795,J10_PNEUMOBACT,GPA33,Bacterial pneumoniae,-0.0449571328356179,0.0166252494511041,0.0102862620110194,0.759,MR-PRESSO (Outlier-corrected)
Q9BUH6,J10_PNEUMOBACT,PAXX,Bacterial pneumoniae,0.174769229140418,0.0860077113496218,0.0978591054067383,0.308,MR-PRESSO (Outlier-corrected)
Q9BXD5,J10_PNEUMOBACT,NPL,Bacterial pneumoniae,0.0841070342890667,0.0326001660218243,0.0228584650536574,0.594,MR-PRESSO (Outlier-corrected)
Q9BYE9,J10_PNEUMOBACT,CDHR2,Bacterial pneumoniae,0.127509561374719,0.046154309000425,0.0116641421313107,0.012,MR-PRESSO (Outlier-corrected)
Q9BYF1,J10_PNEUMOBACT,ACE2,Bacterial pneumoniae,0.101295194246177,0.0361517256828422,0.0117874560671085,0.739,MR-PRESSO (Outlier-corrected)
Q9BZJ3,J10_PNEUMOBACT,TPSD1,Bacterial pneumoniae,-0.0536084226975096,0.0120750300639654,0.000995657054185971,0.997,MR-PRESSO (Outlier-corrected)
Q9BZM5,J10_PNEUMOBACT,ULBP2,Bacterial pneumoniae,0.0310348604310301,0.0149325184102151,0.0463300310000868,0.353,MR-PRESSO (Outlier-corrected)
Q9BZR6,J10_PNEUMOBACT,RTN4R,Bacterial pneumoniae,0.0598604618921846,0.0233013227371766,0.0165537907086558,0.329,MR-PRESSO (Outlier-corrected)
Q9H173,J10_PNEUMOBACT,SIL1,Bacterial pneumoniae,0.103293673800256,0.0256625082823233,0.0157977729224529,0.853,MR-PRESSO (Outlier-corrected)
Q9H251,J10_PNEUMOBACT,CDH23,Bacterial pneumoniae,-0.0868269308653348,0.0243555017405045,0.0376862833577163,0.915,MR-PRESSO (Outlier-corrected)
Q9H2A7,J10_PNEUMOBACT,CXCL16,Bacterial pneumoniae,-0.0615964000140672,0.0276927914778356,0.0338019177279437,0.394,MR-PRESSO (Outlier-corrected)
Q9H3U7,J10_PNEUMOBACT,SMOC2,Bacterial pneumoniae,-0.06292953122955,0.0250940399392512,0.0190093425342198,0.131,MR-PRESSO (Outlier-corrected)
Q9H867,J10_PNEUMOBACT,VCPKMT,Bacterial pneumoniae,-0.17085230449802,0.0299919306190812,0.0107256805723366,0.956,MR-PRESSO (Outlier-corrected)
Q9HBG7,J10_PNEUMOBACT,LY9,Bacterial pneumoniae,0.0635167184425075,0.0215696822436516,0.00588348899481395,0.05,MR-PRESSO (Outlier-corrected)
Q9HCK4,J10_PNEUMOBACT,ROBO2,Bacterial pneumoniae,-0.111289491634807,0.0481801528163555,0.0329631349438203,0.206,MR-PRESSO (Outlier-corrected)
Q9NPB3,J10_PNEUMOBACT,CABP2,Bacterial pneumoniae,0.147644718280851,0.0431430858465103,0.0267258943915004,0.705,MR-PRESSO (Outlier-corrected)
Q9NPH6,J10_PNEUMOBACT,OBP2B,Bacterial pneumoniae,-0.0504490568345553,0.02489439451997,0.0501684986630415,0.167,MR-PRESSO (Outlier-corrected)
Q9NR12,J10_PNEUMOBACT,PDLIM7,Bacterial pneumoniae,0.103470353671646,0.0500771107291842,0.107690359758704,0.837,MR-PRESSO (Outlier-corrected)
Q9NSA1,J10_PNEUMOBACT,FGF21,Bacterial pneumoniae,0.151530422123234,0.0341085384777351,0.00216047272786281,0.739,MR-PRESSO (Outlier-corrected)
Q9NWQ8,J10_PNEUMOBACT,PAG1,Bacterial pneumoniae,0.132493523116162,0.0622783650911345,0.0660556542846545,0.422,MR-PRESSO (Outlier-corrected)
Q9NZJ5,J10_PNEUMOBACT,EIF2AK3,Bacterial pneumoniae,0.113175637830558,0.0418746426667962,0.0736160237147654,0.8,MR-PRESSO (Outlier-corrected)
Q9UGT4,J10_PNEUMOBACT,SUSD2,Bacterial pneumoniae,-0.0759917383943421,0.0210517120184501,0.001282129185706,0.443,MR-PRESSO (Outlier-corrected)
Q9UHD8,J10_PNEUMOBACT,SEPTIN9,Bacterial pneumoniae,-0.10958281319878,0.0418721019344154,0.0792000015309307,0.927,MR-PRESSO (Outlier-corrected)
Q9UHX3,J10_PNEUMOBACT,ADGRE2,Bacterial pneumoniae,0.0537112236340694,0.0253696728421548,0.0429457465141082,0.298,MR-PRESSO (Outlier-corrected)
Q9UK41,J10_PNEUMOBACT,VPS28,Bacterial pneumoniae,0.14394950659887,0.0562447406819186,0.0832618676986528,0.771,MR-PRESSO (Outlier-corrected)
Q9UQP3,J10_PNEUMOBACT,TNN,Bacterial pneumoniae,0.0337340747490542,0.0165127856972246,0.046459905816584,0.001,MR-PRESSO (Outlier-corrected)
Q9UQQ2,J10_PNEUMOBACT,SH2B3,Bacterial pneumoniae,0.134757720871997,0.0618955656617158,0.0611306842137121,0.525,MR-PRESSO (Outlier-corrected)
Q9Y223,J10_PNEUMOBACT,GNE,Bacterial pneumoniae,0.124733600830699,0.0607918471255844,0.109464542175121,0.637,MR-PRESSO (Outlier-corrected)
Q9Y2X7,J10_PNEUMOBACT,GIT1,Bacterial pneumoniae,0.144128561582755,0.0718796601245882,0.138634414441145,0.729,MR-PRESSO (Outlier-corrected)
Q9Y2Y0,J10_PNEUMOBACT,ARL2BP,Bacterial pneumoniae,0.144222726608884,0.0517063820439678,0.0269368446199973,0.628,MR-PRESSO (Outlier-corrected)
Q9Y3C0,J10_PNEUMOBACT,WASHC3,Bacterial pneumoniae,0.117993714302022,0.0367152559988717,0.00927286191417727,0.835,MR-PRESSO (Outlier-corrected)
Q9Y3L3,J10_PNEUMOBACT,SH3BP1,Bacterial pneumoniae,-0.0647221162880785,0.0279094679326837,0.0489956905591591,0.831,MR-PRESSO (Outlier-corrected)
Q9Y5X3,J10_PNEUMOBACT,SNX5,Bacterial pneumoniae,0.141092254743962,0.0399838272648379,0.0242582413660275,0.857,MR-PRESSO (Outlier-corrected)
Q9Y662,J10_PNEUMOBACT,HS3ST3B1,Bacterial pneumoniae,-0.0547716066026234,0.0209455901540707,0.0149076514133302,0.251,MR-PRESSO (Outlier-corrected)
