id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval
Q9H3U7,J10_PNEUMOBACT,Bacterial pneumoniae,SMOC2,Weighted median,26,-0.0993450845423083,0.0335911470411096,0.00310166696712787
Q9H867,J10_PNEUMOBACT,Bacterial pneumoniae,VCPKMT,Weighted median,4,-0.160305531429838,0.0961638973650082,0.0955137545179128
Q9HBG7,J10_PNEUMOBACT,Bacterial pneumoniae,LY9,Weighted median,34,0.0738341854431047,0.0242460953874862,0.00232526399402567
Q9HCK4,J10_PNEUMOBACT,Bacterial pneumoniae,ROBO2,Weighted median,19,-0.15924293877974,0.0655463210082939,0.0151208409772041
Q9NPB3,J10_PNEUMOBACT,Bacterial pneumoniae,CABP2,Weighted median,5,0.150294954471235,0.0625000072831052,0.0161849058158299
Q9NPH6,J10_PNEUMOBACT,Bacterial pneumoniae,OBP2B,Weighted median,37,-0.0661179591750565,0.030780776617942,0.031711559217655
Q9NR12,J10_PNEUMOBACT,Bacterial pneumoniae,PDLIM7,Weighted median,5,0.0593865375991459,0.102632407894971,0.562836573133851
Q9NSA1,J10_PNEUMOBACT,Bacterial pneumoniae,FGF21,Weighted median,9,0.158656236554991,0.052146200145798,0.00234600550838333
Q9NWQ8,J10_PNEUMOBACT,Bacterial pneumoniae,PAG1,Weighted median,9,0.0837124195482564,0.084187373408348,0.320048426985797
Q9NZJ5,J10_PNEUMOBACT,Bacterial pneumoniae,EIF2AK3,Weighted median,4,0.106574989790549,0.072516503808487,0.141652423394877
Q9UGT4,J10_PNEUMOBACT,Bacterial pneumoniae,SUSD2,Weighted median,27,-0.0433701729413419,0.0279012416477798,0.120084907264964
Q9UHD8,J10_PNEUMOBACT,Bacterial pneumoniae,SEPTIN9,Weighted median,4,-0.103286501362535,0.144546364962904,0.474883317215205
Q9UHX3,J10_PNEUMOBACT,Bacterial pneumoniae,ADGRE2,Weighted median,30,0.0526628557039022,0.0352464754911811,0.135141352960322
Q9UK41,J10_PNEUMOBACT,Bacterial pneumoniae,VPS28,Weighted median,4,0.109629947198658,0.105909603076549,0.300609351289198
Q9UK53,J10_PNEUMOBACT,Bacterial pneumoniae,ING1,Weighted median,3,0.0781247746145393,0.141549288817622,0.580998851596725
Q9UQP3,J10_PNEUMOBACT,Bacterial pneumoniae,TNN,Weighted median,50,0.0317544706541561,0.0182748951316663,0.0822811956347452
Q9UQQ2,J10_PNEUMOBACT,Bacterial pneumoniae,SH2B3,Weighted median,9,0.0932061256159324,0.0902345057831723,0.301635633590411
Q9Y223,J10_PNEUMOBACT,Bacterial pneumoniae,GNE,Weighted median,5,0.130348624209697,0.0741723924928824,0.0788541046850498
Q9Y2X7,J10_PNEUMOBACT,Bacterial pneumoniae,GIT1,Weighted median,4,0.143090485832052,0.125643740684111,0.254762031907096
Q9Y2Y0,J10_PNEUMOBACT,Bacterial pneumoniae,ARL2BP,Weighted median,8,0.158690830348293,0.0733621927188301,0.0305323662396875
Q9Y3C0,J10_PNEUMOBACT,Bacterial pneumoniae,WASHC3,Weighted median,11,0.158281959660722,0.0648101983540845,0.0145965012495855
Q9Y3L3,J10_PNEUMOBACT,Bacterial pneumoniae,SH3BP1,Weighted median,9,-0.0677580491636063,0.0432241179521639,0.116974934273924
Q9Y5X3,J10_PNEUMOBACT,Bacterial pneumoniae,SNX5,Weighted median,5,0.142145443624183,0.0656207562267269,0.0302985128652375
Q9Y662,J10_PNEUMOBACT,Bacterial pneumoniae,HS3ST3B1,Weighted median,26,-0.0944957414422472,0.0294126883173959,0.00131468695942226
