id.exposure,id.outcome,exposure,outcome,snp_r2.exposure,snp_r2.outcome,correct_causal_direction,steiger_pval
Q9UHD8,J10_PNEUMOBACT,SEPTIN9,Bacterial pneumoniae,0.00584868782240887,8.97559393567197e-06,TRUE,1.33247274372284e-38
Q9UHX3,J10_PNEUMOBACT,ADGRE2,Bacterial pneumoniae,0.0958534700037119,0.000288433315972236,TRUE,0
Q9UK41,J10_PNEUMOBACT,VPS28,Bacterial pneumoniae,0.00668462550628652,2.74314850114969e-05,TRUE,1.588573475457e-41
Q9UK53,J10_PNEUMOBACT,ING1,Bacterial pneumoniae,0.0036349803922181,2.90737635805674e-06,TRUE,1.12917698799366e-24
Q9UQP3,J10_PNEUMOBACT,TNN,Bacterial pneumoniae,0.371033149021066,0.000715826478405125,TRUE,0
Q9UQQ2,J10_PNEUMOBACT,SH2B3,Bacterial pneumoniae,0.0143801022317192,9.06080980650052e-05,TRUE,5.95142549863351e-84
Q9Y223,J10_PNEUMOBACT,GNE,Bacterial pneumoniae,0.0133842719876079,5.25959853326389e-05,TRUE,5.41830753399772e-81
Q9Y2X7,J10_PNEUMOBACT,GIT1,Bacterial pneumoniae,0.00533254325895514,2.51882316726189e-05,TRUE,8.11639336818135e-33
Q9Y2Y0,J10_PNEUMOBACT,ARL2BP,Bacterial pneumoniae,0.0453340995322878,9.45113643205311e-05,TRUE,2.2046581267305e-285
Q9Y3C0,J10_PNEUMOBACT,WASHC3,Bacterial pneumoniae,0.0203540841642395,8.68383838781463e-05,TRUE,2.65745708406324e-125
Q9Y3L3,J10_PNEUMOBACT,SH3BP1,Bacterial pneumoniae,0.0467742975087815,6.1901172277555e-05,TRUE,3.56018244366887e-308
Q9Y5X3,J10_PNEUMOBACT,SNX5,Bacterial pneumoniae,0.0147962561813449,5.35880562355175e-05,TRUE,3.15720544120023e-90
Q9Y662,J10_PNEUMOBACT,HS3ST3B1,Bacterial pneumoniae,0.142376728597564,0.000272419858667996,TRUE,0
